,precision,recall,f1-score,support
0,0.6976744186046512,0.7692307692307693,0.7317073170731707,39.0
1,0.64,0.5517241379310345,0.5925925925925926,29.0
accuracy,0.6764705882352942,0.6764705882352942,0.6764705882352942,0.6764705882352942
macro avg,0.6688372093023256,0.6604774535809019,0.6621499548328816,68.0
weighted avg,0.673077975376197,0.6764705882352942,0.6723789786917477,68.0
