#mpa_v30_CHOCOPhlAn_201901
clade_name	NCBI_tax_id	MAA20062_metaphlan	MAA20060_metaphlan	MAA20056_metaphlan	MAA20054_metaphlan	MAA20053_metaphlan	MAA20052_metaphlan	MAA20050_metaphlan	MAA20049_metaphlan	MAA20047_metaphlan	MAA20046_metaphlan	MAA20045_metaphlan	MAA20044_metaphlan	MAA20042_metaphlan	MAA20040_metaphlan	MAA20039_metaphlan	MAA20037_metaphlan	MAA20036_metaphlan	MAA20034_metaphlan	MAA20032_metaphlan	MAA20031_metaphlan	MAA20028_metaphlan	MAA20027_metaphlan	MAA20026_metaphlan	MAA20024_metaphlan	MAA20023_metaphlan	MAA20021_metaphlan	MAA20020_metaphlan	MAA20019_metaphlan	MAA20018_metaphlan	MAA20015_metaphlan	MAA20014_metaphlan	MAA20013_metaphlan	MAA20011_metaphlan	MAA20010_metaphlan	MAA20009_metaphlan	MAA20007_metaphlan	MAA20004_metaphlan	MAA20003_metaphlan	MAA20002_metaphlan	MAA20001_metaphlan	K155_S76_metaphlan	K154_S75_metaphlan	K150_S71_metaphlan	K147_S68_metaphlan	K146_S67_metaphlan	K145_S66_metaphlan	K144_S65_metaphlan	K142_S63_metaphlan	K141_S62_metaphlan	K140_S51_metaphlan	K138_S49_metaphlan	K136_S47_metaphlan	K133_S44_metaphlan	K131_S42_metaphlan	K122_S33_metaphlan	K121_S32_metaphlan	K120_S31_metaphlan	K117_S28_metaphlan	K116_S27_metaphlan	K115_S26_metaphlan	K114_S25_metaphlan	K113_S24_metaphlan	K112_S23_metaphlan	K111_S22_metaphlan	K108_S19_metaphlan	K107_S18_metaphlan	K102_S13_metaphlan	K101_S12_metaphlan	K100_S11_metaphlan	K093_S4_metaphlan	K092_S3_metaphlan	K090_S1_metaphlan	K088_S24_metaphlan	K0882_S28_metaphlan	K085_S21_metaphlan	K081_S17_metaphlan	K080_S16_metaphlan	K079_S15_metaphlan	K077_S13_metaphlan	K076_S12_metaphlan	K074_S10_metaphlan	K072_S8_metaphlan	K071_S7_metaphlan	K070_S6_metaphlan	K069_S5_metaphlan	K065_S1_metaphlan	K063_S43_metaphlan	K0622_S11_metaphlan	K056_S36_metaphlan	K054_S34_metaphlan	K052_S32_metaphlan	K051_S31_metaphlan	K048_S28_metaphlan	K0487_S2_metaphlan	K039_S19_metaphlan	K01315_S43_metaphlan	CD184_S184_metaphlan	CD183_S183_metaphlan	CD182_S182_metaphlan	CD181_S181_metaphlan	CD180_S180_metaphlan	CD175_S163_metaphlan	CD174_S159_metaphlan	CD173_S155_metaphlan	CD172_S151_metaphlan	CD171_S178_metaphlan	CD170_S174_metaphlan	CD169_S170_metaphlan	CD168_S166_metaphlan	CD167_S162_metaphlan	CD166_S158_metaphlan	CD165_S154_metaphlan	CD164_S150_metaphlan	CD163_S177_metaphlan	CD162_S173_metaphlan	CD161_S169_metaphlan	CD159_S161_metaphlan	CD158_S157_metaphlan	CD157_S153_metaphlan	CD156_S149_metaphlan	CD155_S176_metaphlan	CD154_S172_metaphlan	CD153_S168_metaphlan	CD152_S164_metaphlan	CD151_S160_metaphlan	CD147_S147_metaphlan	CD146_S135_metaphlan	CD145_S123_metaphlan	CD144_S111_metaphlan	CD143_S99_metaphlan	CD142_S87_metaphlan	CD141_S75_metaphlan	CD140_S63_metaphlan	CD139_S146_metaphlan	CD138_S134_metaphlan	CD137_S122_metaphlan	CD136_S110_metaphlan	CD135_S98_metaphlan	CD134_S86_metaphlan	CD133_S74_metaphlan	CD132_S62_metaphlan	CD131_S145_metaphlan	CD130_S133_metaphlan	CD129_S121_metaphlan	CD128_S109_metaphlan	CD127_S97_metaphlan	CD126_S85_metaphlan	CD125_S73_metaphlan	CD124_S61_metaphlan	CD123_S144_metaphlan	CD122_S132_metaphlan	CD121_S120_metaphlan	CD120_S108_metaphlan	CD119_S96_metaphlan	CD118_S84_metaphlan	CD116_S60_metaphlan	CD115_S143_metaphlan	CD114_S131_metaphlan	CD113_S119_metaphlan	CD112_S107_metaphlan	CD110_S83_metaphlan	CD109_S71_metaphlan	CD108_S59_metaphlan	CD107_S142_metaphlan	CD106_S130_metaphlan	CD105_S118_metaphlan	CD104_S106_metaphlan	CD103_S94_metaphlan	CD102_S82_metaphlan	CD101_S70_metaphlan	CD100_S58_metaphlan	CD099_S141_metaphlan	CD098_S129_metaphlan	CD097_S117_metaphlan	CD096_S105_metaphlan	CD095_S93_metaphlan	CD094_S81_metaphlan	CD093_S69_metaphlan	CD092_S57_metaphlan	CD091_S140_metaphlan	CD090_S128_metaphlan	CD089_S116_metaphlan	CD088_S104_metaphlan	CD087_S92_metaphlan	CD086_S80_metaphlan	CD085_S68_metaphlan	CD084_S56_metaphlan	CD083_S139_metaphlan	CD082_S127_metaphlan	CD081_S115_metaphlan	CD080_S103_metaphlan	CD079_S91_metaphlan	CD078_S79_metaphlan	CD077_S67_metaphlan	CD076_S55_metaphlan	CD075_S138_metaphlan	CD074_S126_metaphlan	CD073_S114_metaphlan	CD072_S102_metaphlan	CD071_S90_metaphlan	CD070_S78_metaphlan	CD069_S66_metaphlan	CD068_S54_metaphlan	CD067_S137_metaphlan	CD066_S125_metaphlan	CD065_S113_metaphlan	CD064_S101_metaphlan	CD063_S89_metaphlan	CD062_S77_metaphlan	CD061_S65_metaphlan	CD060_S53_metaphlan	CD059_S136_metaphlan	CD058_S124_metaphlan	CD057_S112_metaphlan	CD056_S100_metaphlan	CD055_S88_metaphlan	CD054_S76_metaphlan	CD053_S64_metaphlan	CD052_S52_metaphlan	CD051_S48_metaphlan	CD050_S42_metaphlan	CD049_S36_metaphlan	CD048_S30_metaphlan	CD047_S24_metaphlan	CD046_S18_metaphlan	CD045_S12_metaphlan	CD044_S6_metaphlan	CD043_S47_metaphlan	CD042_S41_metaphlan	CD041_S35_metaphlan	CD040_S29_metaphlan	CD039_S23_metaphlan	CD038_S17_metaphlan	CD037_S11_metaphlan	CD036_S5_metaphlan	CD035_S46_metaphlan	CD034_S40_metaphlan	CD033_S34_metaphlan	CD032_S28_metaphlan	CD031_S22_metaphlan	CD030_S16_metaphlan	CD029_S10_metaphlan	CD028_S4_metaphlan	CD027_S45_metaphlan	CD026_S39_metaphlan	CD025_S33_metaphlan	CD024_S27_metaphlan	CD023_S21_metaphlan	CD022_S15_metaphlan	CD021_S9_metaphlan	CD020_S3_metaphlan	CD019_S44_metaphlan	CD018_S38_metaphlan	CD017_S32_metaphlan	CD016_S26_metaphlan	CD015_S20_metaphlan	CD014_S14_metaphlan	CD013_S8_metaphlan	CD012_S2_metaphlan	CD011_S43_metaphlan	CD010_S37_metaphlan	CD009_S31_metaphlan	CD008_S25_metaphlan	CD007_S19_metaphlan	CD006_S13_metaphlan	CD005_S7_metaphlan	CD004_S1_metaphlan	CD003_S51_metaphlan	CD002_S50_metaphlan	CD001_S49_metaphlan	BX3094_S12_metaphlan	BX3091_S9_metaphlan	BX3089_S6_metaphlan	BX3088_S3_metaphlan	BX3085_S20_metaphlan	BX3084_S17_metaphlan	BX3075_S14_metaphlan	BX3074_S11_metaphlan	BX3073_S8_metaphlan	BX3070_S5_metaphlan	BX3069_S2_metaphlan	BX3068_S22_metaphlan	BX3067_S19_metaphlan	BX3066_S16_metaphlan	BX3064_S13_metaphlan	BX3063_S10_metaphlan	BX3062_S7_metaphlan	BX3061_S4_metaphlan	BX3060_S1_metaphlan	BX3059_S21_metaphlan	BX3055_S18_metaphlan	BX3054_S15_metaphlan
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelatoclostridium|s__Clostridium_spiroforme	2|1239|526524|526525|128827|1505663|29348	0	0	0	0	0	0	0	0	0	0.00027	0	0	0	0	0	0	0	0	0	0	0.11012	0	0	0.01337	0	0	0	0	0.01425	0	0	0	0	0	0	0	0	0	0	0	0	0.05338	0	0.04158	0	0	0	0	0	0	0	0.00456	0	0	0	0.00391	0	0.11389	0	0	0	0.01479	0.02272	0.12089	0	0	0	0	0	0	0.00399	0.02762	0	0	0	0	0	0	0	0	0	0.00866	0.03932	0	0	0.01139	0.02289	0	0.03077	0.06104	0	0	0	0	0	0	0	0.0196	0	0	0.02323	0	0.02769	0	0	0	0.06796	0	0	0	0	0	0	0	0	0.00071	0.01494	0.01328	0	0.00306	0	0.00087	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05846	0	0	0.0059	0.03318	0	0	0	0	0	0	0	0.0455	0	0.31117	0.01324	0.12667	0	0	0	0.14488	0	0	0.01998	0.04537	0	0.00456	0.05517	0	0	0.00142	0	0	0	0	0.09887	0.00058	0	0.20454	0	0	0.00527	0.01247	0	0	0	0.07664	0	0.00097	0	0	0.13287	0.00373	0.00059	0.0064	0.02049	0	0	0.00555	0.01404	0.10734	0	0	0	0	0.03542	0.01112	0	0.04774	0.00642	0	0	0	0	0.00652	0	0	0.03029	0	0.00748	0	0.14575	0.21329	0	0	0.01997	0	0.04609	0	0	0	0	0	0	0.06831	0	0	0.06637	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00735	0	0.00135	0	0	0	0	0	0	0	0.20615	0	0	0	0	0.01409	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00758	0	0	0	0	0	0	0	0	0	0	0	0.00192
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelatoclostridium|s__Erysipelatoclostridium_ramosum	2|1239|526524|526525|128827|1505663|1547	0.00171	0.00426	0	0.00275	0.21532	0	0	0	0	0.00107	0	0	0.0591	0	0	0.00857	0.24928	0	4.75776	0	0.01252	0	0	0.14815	0.01522	0.03467	0	0	0	0	0.02655	0.0375	0	0	0	0	0	0.11634	0.10484	0	1.88776	0.01013	0	0.05418	0.9024	0	0.01326	0.42664	0	0	0	0.04019	0.46091	0	0.00953	0.20172	0	0	0.00747	0	0	0.01378	1.17681	0.02883	0	0.12779	0	0	0	0	0.00995	0	0	0	0	0	0	0	0.09113	0	0.00492	0	0.22348	0	0.0011	0.00144	0	0	0.06024	0	0	0.01442	0	0	0	0	0.63431	0.3695	0	0.33445	0.00586	0.38358	0.20674	0	4.83239	1.92008	2.20338	0	0	0.06797	1.44321	0	0.9056	0.05591	0	0	0.02349	0.03078	0	0	0	0.00196	0	0.00788	0	1.16424	0.03286	0	0.15764	0.25494	0.48774	0.01049	0	0	1.95469	0.01199	3.97899	0	1.45631	0.06765	0.74674	0.00491	0	0.74233	0.0126	0.02854	0.00478	0.01187	0.00641	0	0	0.01038	0	1.48905	2.13861	0.01869	0	0.55657	0.60882	0.02714	0.00045	0.18194	0.05542	0.0453	0.14336	0	0.08457	0.30506	0	0	0	0	0.00036	0	0	0.48087	0.00444	0.69377	0	0.20108	0.35104	0.14379	2.83803	0	0	0.077	0.77551	0.24566	0	0.00681	0.95729	0.02546	0.00033	0.01301	0.01906	0	0.23697	0.0428	0.50827	0	0.25135	0	0.00867	0.0026	0	0.02105	0	0.01066	0	0.24447	0	0.10815	2.42925	0.08329	0	0.02293	0.26437	0	0.00244	0	0.31895	0.64344	3.09387	0.28021	0.23362	0	0.87329	0.00555	0	0	0.0036	0	3.76765	0.0108	0	0.00517	1.59582	0	0.1902	0	0.00897	0.01017	0.00219	0	0.11888	0	0	0.03953	0	0	0.13432	0	0.14534	0.04082	0	0	0	0.29859	0	0.52642	0.15839	0.58913	0.21952	0.00825	0	0	0.007	0	0	0	0.12432	0	0.57038	0.03297	0.03448	0	0	0.00061	0.01496	0	0.03649	0	0	0	0.2306	0.40657	0	0	0.16578	0	0	0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelothrix	2|1239|526524|526525|128827|1647	0	0	0	0	0.00185	0	0	0	0	0.00119	0	0	0	0	0	0	0.61034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02287	0	0	0.00076	0	0	0	0	0	0	0	0	0	0.02315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04447	0	0	0	0	0	0	0	0	0	0	0.05543	0	0.00854	0	0	0	0.05103	0	0	0	0	0	0	0.00045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11649	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0006	0	0	0	0.04149	0	0	0	0	0	0	0	0	0	0.52375	0.00805	0	0	0	0	0	0	0	0.09823	0	0	0	0	0.00199	0	0	0.00205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0047	0	0	0.01014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelothrix|s__Erysipelothrix_larvae	2|1239|526524|526525|128827|1647|1514105	0	0	0	0	0.00185	0	0	0	0	0.00119	0	0	0	0	0	0	0.61034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02287	0	0	0.00076	0	0	0	0	0	0	0	0	0	0.02315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04447	0	0	0	0	0	0	0	0	0	0	0.05543	0	0.00854	0	0	0	0.05103	0	0	0	0	0	0	0.00045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11649	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0006	0	0	0	0.04149	0	0	0	0	0	0	0	0	0	0.52375	0.00805	0	0	0	0	0	0	0	0.09823	0	0	0	0	0.00199	0	0	0.00205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0047	0	0	0.01014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Faecalicoccus	2|1239|526524|526525|128827|1573536	0	0	0.3145	0.00886	0	0	0	0	0	0.23096	0	0	0	0	0	0	0	0	1.86834	0	0	0	0	0	0.23346	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08873	0	0	0	0	0	0	0.05358	0	0	0	0	0.06464	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6912	0	0	0	0	0	0	0	0	0	0.06394	0	0	0	0.03117	0	0	0	0	0	0	0	0	0	0	0	0.17688	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.18828	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05515	0	0	0	0	0	0	0	0	0	0	0	0	0	0.59265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Faecalicoccus|s__Faecalicoccus_pleomorphus	2|1239|526524|526525|128827|1573536|1323	0	0	0.3145	0.00886	0	0	0	0	0	0.23096	0	0	0	0	0	0	0	0	1.86834	0	0	0	0	0	0.23346	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08873	0	0	0	0	0	0	0.05358	0	0	0	0	0.06464	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6912	0	0	0	0	0	0	0	0	0	0.06394	0	0	0	0.03117	0	0	0	0	0	0	0	0	0	0	0	0.17688	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.18828	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05515	0	0	0	0	0	0	0	0	0	0	0	0	0	0.59265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Faecalitalea	2|1239|526524|526525|128827|1573534	0.3202	0	0	0.01748	0	0	0	0	0	0.22894	0	0	0.00076	0	0	0	0	0	0.81419	0	0	0	0	0	0	0	0.89034	0	0	0	0	0	0	0	0	0	0	0	0.05039	0	0	0	0	0.22395	0	0.17122	0	0	0	0	0	0	0	0	0	0	0.17394	0	0	0	0.17327	0	0	0	0.02394	0	0	0.02123	0	0	0	0	0	0	0	0.0351	0	0	0	0	0	0	0.27845	0	0	0.36582	0	0	0	0	0.14478	0.05139	0	0	0.0007	0	0.00388	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0683	0	0	0	0	0	0	0	0	0.6699	0	0	0	0	0	0	0	0	0	0	1.99244	0	0.52311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6531	0	0.2189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03397	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.2455	0	2.43599	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08426	0	0	0	0	3.56934	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Faecalitalea|s__Faecalitalea_cylindroides	2|1239|526524|526525|128827|1573534|39483	0.3202	0	0	0.01748	0	0	0	0	0	0.22894	0	0	0.00076	0	0	0	0	0	0.81419	0	0	0	0	0	0	0	0.89034	0	0	0	0	0	0	0	0	0	0	0	0.05039	0	0	0	0	0.22395	0	0.17122	0	0	0	0	0	0	0	0	0	0	0.17394	0	0	0	0.17327	0	0	0	0.02394	0	0	0.02123	0	0	0	0	0	0	0	0.0351	0	0	0	0	0	0	0.27845	0	0	0.36582	0	0	0	0	0.14478	0.05139	0	0	0.0007	0	0.00388	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0683	0	0	0	0	0	0	0	0	0.6699	0	0	0	0	0	0	0	0	0	0	1.99244	0	0.52311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6531	0	0.2189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03397	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.2455	0	2.43599	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08426	0	0	0	0	3.56934	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Holdemanella	2|1239|526524|526525|128827|1573535	0	0	0	0	0	0	0.10119	0	0	0	0	0.06966	1.6598	0	0	2.40251	0	0	0	0	0	0	0.02092	0	0	0	0	0	0	0	0	0	1.90932	0	0.09755	0	0	0	0	0	0	0	0.24122	0	0	0	0	0	0	0	0	0	0	0	1.18878	0	0	0	0.26403	0	0	0	0	0.52461	0	0	0	0	0.08793	0	0	0	0	0	0	0.04912	0.00592	0	0	0	0	3.53768	0	3.74948	0	0	0	0	0	0	3.29218	0	0.03225	1.31505	0.20376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11676	0	0.04571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.33477	0.02134	0.78362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05288	0	0	0	1.89112	1.67144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3247	0	0	0	0	0	0	0.00956	0.49572	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.038	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2628	0.12521	0	0	0	0	0	0	0	0	0.62134	0	0.17945	0	0	0	0.614	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Holdemanella|s__Holdemanella_biformis	2|1239|526524|526525|128827|1573535|1735	0	0	0	0	0	0	0.10119	0	0	0	0	0.06966	1.6598	0	0	2.40251	0	0	0	0	0	0	0.02092	0	0	0	0	0	0	0	0	0	1.90932	0	0.09755	0	0	0	0	0	0	0	0.24122	0	0	0	0	0	0	0	0	0	0	0	1.18878	0	0	0	0.26403	0	0	0	0	0.52461	0	0	0	0	0.08793	0	0	0	0	0	0	0.04912	0.00592	0	0	0	0	3.53768	0	3.74948	0	0	0	0	0	0	3.29218	0	0.03225	1.31505	0.20376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11676	0	0.04571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.33477	0.02134	0.78362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05288	0	0	0	1.89112	1.67144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3247	0	0	0	0	0	0	0.00956	0.49572	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.038	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2628	0.12521	0	0	0	0	0	0	0	0	0.62134	0	0.17945	0	0	0	0.614	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Holdemania	2|1239|526524|526525|128827|61170	0	0	0	0.01163	0	0.03108	0.08587	0	0	0.00634	0.04732	0.03125	0.07565	0	0.04434	0.01326	0.0125	0.00274	0	0.02057	0	0.02562	0.03345	0.03245	0.01929	0	0	0.00579	0.00459	0.02347	0	0	0.04078	0.01838	0.01819	0.03911	0	0.02692	0.0301	0.03687	0	0.11061	0.01309	0.06953	0	0.09663	0	0	0.00352	0.08145	0.0247	0.01217	0	0	0	0	0	0.02318	0.02233	0.13265	0.01309	0.30062	0	0.00619	0	0	0.00306	0	0	0	0	0.10845	0.00881	0.00892	0	0.01275	0.0322	0	0	0.07136	0.04856	0	0	0	0	0.02945	0.00143	0	0	0	0.06973	0.02493	0.0396	0	0.01717	0	0	0.00532	0	0	0.00401	0	0	0.00709	0.19209	0	0.02542	0	0	0	0	0	0	0	0	0.00637	0.06064	0.07918	0.00325	0	0	0	0	0	0.04124	0	0	0.02623	0	0.25763	0.00813	0	0	0	0	0	0	0.01535	0.03126	0	0	0	0	0	0	0	0.03176	0.12791	0.0092	0.00289	0	0.03914	0	1.1206	0	0	0	0.02166	0	0.10159	0	0	0	0	0.05966	0	0	0	0	0.06251	0.06355	0	0.18163	0	0.09662	0	0.0016	0.00035	0	0	0	0	0	0	0	0	0	0	0.01732	0.00535	0	0.03386	0	0.01545	0	0	0	0	0	0	0	0	0	0.28366	0.06979	0.01162	0	0.16377	0.05761	0.83985	0	0	0	0	0	0	0	0.03803	0.00268	0	0.06383	0	0	0	0	0	0	0	0	0	0	0	0.05097	0	0.09471	0	0	0	0	0	0	0	0	0	0	0	0	0.32451	0	0.03412	0	0	0	0.001	0	0.03434	1.14552	0	0.07247	0	0	0	0	0	0	0	0.8319	0.00472	0	0	0	0	0	0	0.0223	0	0.0438	0	0.00217	0.00664	0	0.03135	0.01959	0.00297	0	0	0	0.00357	0	0.01272	0.00725	0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Holdemania|s__Holdemania_filiformis	2|1239|526524|526525|128827|61170|61171	0	0	0	0.01163	0	0.03108	0.08587	0	0	0.00634	0.04732	0.03125	0.07565	0	0.04434	0.01326	0.0125	0.00274	0	0.02057	0	0.02562	0.03345	0.03245	0.01929	0	0	0.00579	0.00459	0.02347	0	0	0.04078	0.01838	0.01819	0.03911	0	0.02692	0.0301	0.03687	0	0.11061	0.01309	0.06953	0	0.09663	0	0	0.00352	0.08145	0.0247	0.01217	0	0	0	0	0	0.02318	0.02233	0.13265	0.01309	0.30062	0	0.00619	0	0	0.00306	0	0	0	0	0.10845	0.00881	0.00892	0	0.01275	0.0322	0	0	0.07136	0.04856	0	0	0	0	0.02945	0.00143	0	0	0	0.06973	0.02493	0.0396	0	0.01717	0	0	0.00532	0	0	0.00401	0	0	0.00709	0.19209	0	0.02542	0	0	0	0	0	0	0	0	0.00637	0.06064	0.07918	0.00325	0	0	0	0	0	0.04124	0	0	0.02623	0	0.25763	0.00813	0	0	0	0	0	0	0.01535	0.03126	0	0	0	0	0	0	0	0.03176	0.12791	0.0092	0.00289	0	0.03914	0	1.1206	0	0	0	0.02166	0	0.10159	0	0	0	0	0.05966	0	0	0	0	0.06251	0.06355	0	0.18163	0	0.09662	0	0.0016	0.00035	0	0	0	0	0	0	0	0	0	0	0.01732	0.00535	0	0.03386	0	0.01545	0	0	0	0	0	0	0	0	0	0.28366	0.06979	0.01162	0	0.16377	0.05761	0.83985	0	0	0	0	0	0	0	0.03803	0.00268	0	0.06383	0	0	0	0	0	0	0	0	0	0	0	0.05097	0	0.09471	0	0	0	0	0	0	0	0	0	0	0	0	0.32451	0	0.03412	0	0	0	0.001	0	0.03434	1.14552	0	0.07247	0	0	0	0	0	0	0	0.8319	0.00472	0	0	0	0	0	0	0.0223	0	0.0438	0	0.00217	0.00664	0	0.03135	0.01959	0.00297	0	0	0	0.00357	0	0.01272	0.00725	0
