#mpa_v30_CHOCOPhlAn_201901
clade_name	NCBI_tax_id	MAA20062_metaphlan	MAA20060_metaphlan	MAA20056_metaphlan	MAA20054_metaphlan	MAA20053_metaphlan	MAA20052_metaphlan	MAA20050_metaphlan	MAA20049_metaphlan	MAA20047_metaphlan	MAA20046_metaphlan	MAA20045_metaphlan	MAA20044_metaphlan	MAA20042_metaphlan	MAA20040_metaphlan	MAA20039_metaphlan	MAA20037_metaphlan	MAA20036_metaphlan	MAA20034_metaphlan	MAA20032_metaphlan	MAA20031_metaphlan	MAA20028_metaphlan	MAA20027_metaphlan	MAA20026_metaphlan	MAA20024_metaphlan	MAA20023_metaphlan	MAA20021_metaphlan	MAA20020_metaphlan	MAA20019_metaphlan	MAA20018_metaphlan	MAA20015_metaphlan	MAA20014_metaphlan	MAA20013_metaphlan	MAA20011_metaphlan	MAA20010_metaphlan	MAA20009_metaphlan	MAA20007_metaphlan	MAA20004_metaphlan	MAA20003_metaphlan	MAA20002_metaphlan	MAA20001_metaphlan	K155_S76_metaphlan	K154_S75_metaphlan	K150_S71_metaphlan	K147_S68_metaphlan	K146_S67_metaphlan	K145_S66_metaphlan	K144_S65_metaphlan	K142_S63_metaphlan	K141_S62_metaphlan	K140_S51_metaphlan	K138_S49_metaphlan	K136_S47_metaphlan	K133_S44_metaphlan	K131_S42_metaphlan	K122_S33_metaphlan	K121_S32_metaphlan	K120_S31_metaphlan	K117_S28_metaphlan	K116_S27_metaphlan	K115_S26_metaphlan	K114_S25_metaphlan	K113_S24_metaphlan	K112_S23_metaphlan	K111_S22_metaphlan	K108_S19_metaphlan	K107_S18_metaphlan	K102_S13_metaphlan	K101_S12_metaphlan	K100_S11_metaphlan	K093_S4_metaphlan	K092_S3_metaphlan	K090_S1_metaphlan	K088_S24_metaphlan	K0882_S28_metaphlan	K085_S21_metaphlan	K081_S17_metaphlan	K080_S16_metaphlan	K079_S15_metaphlan	K077_S13_metaphlan	K076_S12_metaphlan	K074_S10_metaphlan	K072_S8_metaphlan	K071_S7_metaphlan	K070_S6_metaphlan	K069_S5_metaphlan	K065_S1_metaphlan	K063_S43_metaphlan	K0622_S11_metaphlan	K056_S36_metaphlan	K054_S34_metaphlan	K052_S32_metaphlan	K051_S31_metaphlan	K048_S28_metaphlan	K0487_S2_metaphlan	K039_S19_metaphlan	K01315_S43_metaphlan	CD184_S184_metaphlan	CD183_S183_metaphlan	CD182_S182_metaphlan	CD181_S181_metaphlan	CD180_S180_metaphlan	CD175_S163_metaphlan	CD174_S159_metaphlan	CD173_S155_metaphlan	CD172_S151_metaphlan	CD171_S178_metaphlan	CD170_S174_metaphlan	CD169_S170_metaphlan	CD168_S166_metaphlan	CD167_S162_metaphlan	CD166_S158_metaphlan	CD165_S154_metaphlan	CD164_S150_metaphlan	CD163_S177_metaphlan	CD162_S173_metaphlan	CD161_S169_metaphlan	CD159_S161_metaphlan	CD158_S157_metaphlan	CD157_S153_metaphlan	CD156_S149_metaphlan	CD155_S176_metaphlan	CD154_S172_metaphlan	CD153_S168_metaphlan	CD152_S164_metaphlan	CD151_S160_metaphlan	CD147_S147_metaphlan	CD146_S135_metaphlan	CD145_S123_metaphlan	CD144_S111_metaphlan	CD143_S99_metaphlan	CD142_S87_metaphlan	CD141_S75_metaphlan	CD140_S63_metaphlan	CD139_S146_metaphlan	CD138_S134_metaphlan	CD137_S122_metaphlan	CD136_S110_metaphlan	CD135_S98_metaphlan	CD134_S86_metaphlan	CD133_S74_metaphlan	CD132_S62_metaphlan	CD131_S145_metaphlan	CD130_S133_metaphlan	CD129_S121_metaphlan	CD128_S109_metaphlan	CD127_S97_metaphlan	CD126_S85_metaphlan	CD125_S73_metaphlan	CD124_S61_metaphlan	CD123_S144_metaphlan	CD122_S132_metaphlan	CD121_S120_metaphlan	CD120_S108_metaphlan	CD119_S96_metaphlan	CD118_S84_metaphlan	CD116_S60_metaphlan	CD115_S143_metaphlan	CD114_S131_metaphlan	CD113_S119_metaphlan	CD112_S107_metaphlan	CD110_S83_metaphlan	CD109_S71_metaphlan	CD108_S59_metaphlan	CD107_S142_metaphlan	CD106_S130_metaphlan	CD105_S118_metaphlan	CD104_S106_metaphlan	CD103_S94_metaphlan	CD102_S82_metaphlan	CD101_S70_metaphlan	CD100_S58_metaphlan	CD099_S141_metaphlan	CD098_S129_metaphlan	CD097_S117_metaphlan	CD096_S105_metaphlan	CD095_S93_metaphlan	CD094_S81_metaphlan	CD093_S69_metaphlan	CD092_S57_metaphlan	CD091_S140_metaphlan	CD090_S128_metaphlan	CD089_S116_metaphlan	CD088_S104_metaphlan	CD087_S92_metaphlan	CD086_S80_metaphlan	CD085_S68_metaphlan	CD084_S56_metaphlan	CD083_S139_metaphlan	CD082_S127_metaphlan	CD081_S115_metaphlan	CD080_S103_metaphlan	CD079_S91_metaphlan	CD078_S79_metaphlan	CD077_S67_metaphlan	CD076_S55_metaphlan	CD075_S138_metaphlan	CD074_S126_metaphlan	CD073_S114_metaphlan	CD072_S102_metaphlan	CD071_S90_metaphlan	CD070_S78_metaphlan	CD069_S66_metaphlan	CD068_S54_metaphlan	CD067_S137_metaphlan	CD066_S125_metaphlan	CD065_S113_metaphlan	CD064_S101_metaphlan	CD063_S89_metaphlan	CD062_S77_metaphlan	CD061_S65_metaphlan	CD060_S53_metaphlan	CD059_S136_metaphlan	CD058_S124_metaphlan	CD057_S112_metaphlan	CD056_S100_metaphlan	CD055_S88_metaphlan	CD054_S76_metaphlan	CD053_S64_metaphlan	CD052_S52_metaphlan	CD051_S48_metaphlan	CD050_S42_metaphlan	CD049_S36_metaphlan	CD048_S30_metaphlan	CD047_S24_metaphlan	CD046_S18_metaphlan	CD045_S12_metaphlan	CD044_S6_metaphlan	CD043_S47_metaphlan	CD042_S41_metaphlan	CD041_S35_metaphlan	CD040_S29_metaphlan	CD039_S23_metaphlan	CD038_S17_metaphlan	CD037_S11_metaphlan	CD036_S5_metaphlan	CD035_S46_metaphlan	CD034_S40_metaphlan	CD033_S34_metaphlan	CD032_S28_metaphlan	CD031_S22_metaphlan	CD030_S16_metaphlan	CD029_S10_metaphlan	CD028_S4_metaphlan	CD027_S45_metaphlan	CD026_S39_metaphlan	CD025_S33_metaphlan	CD024_S27_metaphlan	CD023_S21_metaphlan	CD022_S15_metaphlan	CD021_S9_metaphlan	CD020_S3_metaphlan	CD019_S44_metaphlan	CD018_S38_metaphlan	CD017_S32_metaphlan	CD016_S26_metaphlan	CD015_S20_metaphlan	CD014_S14_metaphlan	CD013_S8_metaphlan	CD012_S2_metaphlan	CD011_S43_metaphlan	CD010_S37_metaphlan	CD009_S31_metaphlan	CD008_S25_metaphlan	CD007_S19_metaphlan	CD006_S13_metaphlan	CD005_S7_metaphlan	CD004_S1_metaphlan	CD003_S51_metaphlan	CD002_S50_metaphlan	CD001_S49_metaphlan	BX3094_S12_metaphlan	BX3091_S9_metaphlan	BX3089_S6_metaphlan	BX3088_S3_metaphlan	BX3085_S20_metaphlan	BX3084_S17_metaphlan	BX3075_S14_metaphlan	BX3074_S11_metaphlan	BX3073_S8_metaphlan	BX3070_S5_metaphlan	BX3069_S2_metaphlan	BX3068_S22_metaphlan	BX3067_S19_metaphlan	BX3066_S16_metaphlan	BX3064_S13_metaphlan	BX3063_S10_metaphlan	BX3062_S7_metaphlan	BX3061_S4_metaphlan	BX3060_S1_metaphlan	BX3059_S21_metaphlan	BX3055_S18_metaphlan	BX3054_S15_metaphlan
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_eligens	2|1239|186801|186802|186806|1730|39485	1.20946	0	0.04788	0.39367	0	0.44508	0	0.00615	0.59365	0.70803	4.53746	5.50487	0	0	2.30924	0.38136	1.91576	0.11549	0.4005	0.68954	0.07023	0.0393	7.02857	0	3.26657	1.57256	0.02496	0.87643	2.01806	0	0	0.80462	1.07895	0.0411	3.36339	2.74574	16.49899	0	0	0.07985	0	0.45221	0.30879	0	0	0.66515	0	1.2174	1.77393	5.5359	0	0.35403	0	0.07071	0.1483	0	0	0.42524	0	0.0423	0	1.12501	1.89907	0.27926	0.15601	1.78328	0	0.07252	0.00872	0.08686	2.26422	0.03771	0.01566	0	0	0.07498	0.11281	0.05028	0	0	0.00707	0	0.06626	0	0	0.01319	0.00061	0.15897	0	0.2063	0.14211	0	0	0.44726	0.0969	0	0.20523	0.19765	0	0	0.06051	0	0	0.24217	0	0	1.36146	0.19946	0	0	0	0	0	0	0.03727	0	0	0	0	0.15369	0	0.12758	0.12948	0	0.76353	0	0	0.17957	0	0	0	0	10.55516	0	0	0	0	4.17402	0	0	0	0	0.04724	0.00918	0	0.01228	0	1.77918	0	0.16784	0	0.17729	0	0.15651	0	0.15258	0	0	0	0.00283	0	0	0	0	0.40723	0.88367	0	0	0	0.25621	0.27783	1.16487	0.20847	0	1.19266	0.00148	15.34568	0.01259	2.00318	0.00083	0.10687	0	0	1.02144	0.00712	0.04491	0	0	2.49355	0	0.462	0	0.25537	0.30191	0	0	0	0	0	0.04096	0	0	1.93023	0.06822	0.02901	0	0.3666	0.25887	0.03969	0	0.01534	0.58543	0.01233	0.51929	0.99387	0	0.15296	0.11589	0.87947	0	0	0.04841	0	0.25871	0	0	0	0.00719	0.11086	0	1.73081	0.26638	0	17.51731	0	0	0	0	0	5.58395	0.06174	0.90106	0	0	0	0	0	0.49547	0	0	0	0	0	0	0	0	0	0	0	0	0.01819	0	0	0.01534	0	0.12281	0	0.32328	0.01174	0	0	0	0	0	1.37364	0.09932	0	0.06977	0	0	0	0	0.05896	0.00797	0	0	0.11051	0.39045	0	1.04509	0.01143	0.00859
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_hallii	2|1239|186801|186802|186806|1730|39488	0.12564	0.29461	0.73918	0.26442	0	0.03033	0.15143	0.35106	0.28223	1.8963	0	0.45136	0.56093	0	0.10259	0.77714	0.28575	0.69514	0.33947	0.02536	0.06757	0.46603	1.43824	0.05784	0.12005	8.09084	0.89826	0.44468	0.32004	2.82763	0	0.94754	2.34262	1.05251	0.50746	1.03536	0.2978	0.03799	0.01453	0.93075	0	0.28125	1.27471	0.30705	0.60789	3.02117	0.68767	3.97873	4.81255	0.35296	0.89367	0.63845	0.07518	0.63789	1.08458	0.31702	0.33229	1.46497	2.63501	5.99659	2.08962	2.31623	0	0.77045	0.8658	0	2.15993	0.56287	2.54247	0.8234	2.03155	2.55134	1.15134	0.5453	0.07061	1.78037	3.60938	3.59773	0.27396	1.21287	2.16667	6.76346	7.80025	1.46899	9.33363	1.65914	1.41603	0.53782	0	0.22424	4.12822	14.53408	3.56789	2.0473	2.47929	2.56396	4.44787	3.92496	4.07738	0	6.61912	1.08434	0	2.3833	0.2773	0	0	1.59254	0.90925	0.6531	3.6405	0	0	0	0.57841	0.80186	0	0	0.35574	0	0.17776	0	2.275	0	0.45089	0	0	0.21537	1.94251	7.06092	0.00254	0	0	10.48451	0	0	0	0.91247	0.00907	0	0	0.10357	0.02393	0.16866	0.79128	0	0.4057	0	0.79739	0.81111	0	0.14118	3.13832	0	0	3.77564	0	0	0	14.77767	0.00507	0	0	5.43859	0	0.68057	1.82675	0	0.80432	1.61163	0.95587	0	0	3.45128	2.6398	0.30354	0	0	1.52047	3.96056	2.2586	0	0.26579	0	1.40905	1.3082	0	0	0.1188	0	0	0.27581	0	0.9169	0	0	0.67827	0.69101	0	0.10855	0	0	2.17276	2.88698	0.42769	1.36844	0.57784	0.44637	0.18785	4.21305	1.67608	0.04385	9e-05	0.04198	0.56622	0	0	0.50911	0.22008	0	0	0	0	0	0	0	0	0	0.99667	0	0.74829	0.07614	0.11989	0	2.10853	0	0	0	0	0	0	2.46148	0	0	0.00933	0	0	0.18513	1.00421	0.5987	0.39163	0	0	3.99607	0	0	0	0	0	0	0.8263	0	0	0.47221	0	0	2.32788	1.26427	0	0	5.86953	0.12593	1.86484	4.86061	0.72637	0.39884	3.3319	1.15073	0.0575	10.74749	0	1.29907	0.26366	1.01185	0.5069	0.00381	0.45784	2.3833	0	0.02731	0.96778	1.85983
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_limosum	2|1239|186801|186802|186806|1730|1736	0	0	0	0	0	0	0	0	0	0.01161	0.00389	0	0.00624	0	0	0	0	0	0.50363	0	0.0095	0	0	0	0	0.01302	0.26407	0	0	0	0	0	0	0	0	0	0	0	0.012	0	0	0	0	0	0	0.00613	0	0	0	0	0.07097	0	0.01651	0	0	0.02249	0	0	0	0	0	0	0	0.03418	0	0	0	0	0	0	0	0.11654	0	0	0	0	0	0.04734	0	0	0	0	0.0454	0	0	0.00743	0	0	0.18281	0	0.07806	0	0	0	0	0	0	0.13982	0	0	0.07512	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00109	0.00682	0.00344	0	0.00462	0.00366	0	0	0.00325	0	0.00533	0	0	0	0	0	0	0	0	0	0	0.00161	0	0	0	0	0	0	0.01627	0	0.17541	0	0	0	0	0	0.39511	0	0	0	0.56553	0	0	0	0	0	0	0.20049	0.00206	0	0.04765	0	0	0.01089	0	0.07678	0	0	0.00665	0	0	0	0.0275	0	0.27876	0	0	0	0	0	0	0	0	0	0.04085	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09729	0	0	0	0	0.00237	0	0	0	0.00161	0.01244	0	0.02733	0	0.00993	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06463	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_maltosivorans	2|1239|186801|186802|186806|1730|2041044	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.49185	0	0	0	0	0	0	0.00385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06589	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06966	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_ramulus	2|1239|186801|186802|186806|1730|39490	0.01619	0.93836	0.05467	0.15383	0	0.07003	0.39251	0.11425	0.03576	0.0465	0	0.12429	0	0	0.09503	0.0749	0	0.25894	0	1.84503	0.16639	0.11051	0	0	0	0.14096	0	0	0.03669	0.25476	0.10584	0.03238	2.28406	0.04063	0.1449	0.59694	0.09239	0	0	0	0	0.70802	0.61437	0	2.04194	0	0	0.26205	0.19677	0.1185	0.13515	0	0	0.04401	0.59906	0	0	0.29437	0.44344	3.43941	1.05927	0	0	1.98083	0.05993	0.2	2.27227	0.00497	0.3509	0.7422	0.35246	0	0.16832	0.03558	0.18513	0.60956	0.0155	0.00782	0	0.63285	0.87825	0.09441	0.00421	0.06068	0.46705	0.32422	0.11923	0	0	0	0.07928	0.66198	0	0.23981	0.50545	0.18511	0	0.11869	0.50025	0	1.11211	0	0.48741	0.09612	0	0	0	0.08442	0	0	0	0	0	0	0.16636	0.8781	0	0	0.00953	0	0.00112	0	0.11389	0	0.252	0	0	1.05081	0	0	0.00728	0.92965	0	2.65391	0	0	0	0	0	0	0	0	0	0	0	0	0.45264	0.33407	0	0.01146	0	0	0.28936	0	0	0.02761	0	0.03016	0	0	0	0	0	0.38507	0	0.21907	0.01052	0	3.11553	0.1141	0.22383	0	0	0.05301	0	0	0	0	1.76886	0.07593	3.132	0	0.10459	0	0	0.00859	0.8854	3.2143	0.00646	0	0	0.69569	0	0.13057	0	0	0	0.07223	0	0.14813	0	0	0.20932	1.16405	0.19338	0.07008	0.29424	1.56766	0.20951	0	0.73904	0.12396	0	0	0.29688	0	0	0	0	0	0	0	0	0	0.03244	0	0	0	0	0	0.08238	0	0	0	0	0.32226	0	0.61841	6.50986	0	0	0.55834	0	0.07586	0.375	0	0	0	0.2609	0	0.35436	0	0	2.18697	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01306	0.00529	0	0	0.24837	0	1.19414	0.06769	0	0.11031	0.10556	2.06339	0.48762	0	0	0.08609	0.81827	0.0582	0	0.04301	0.28834	0	0.18547	0.11638	0.51873
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_sp_An11	2|1239|186801|186802|186806|1730|1965542	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.10253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.10862	0	0	0	0	0	0	0	0	0	0.02665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_sp_CAG_180	2|1239|186801|186802|186806|1730|1262882	0	0	23.00221	0	0	0	0	0	0	0.06894	0	0.01612	18.33446	0	1.19083	0.00177	0	0	0	0	0	3.35216	0	0	0	0	14.55931	0	0	0	0	0	3.99903	0	0.76142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.95205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75.72492	3.14755	0	0	0	0	0	0	3.69196	0.0183	5.44119	0	8.70701	7.99798	0	0.5831	0	0	3.55643	0	0	0	1.91511	28.80467	6.99305	0	0	7.08127	1.5062	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.96026	0	0	0	0	0	0	0	11.70475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.19908	0	0	0	2.28225	0.7593	0	0	0	0	16.27904	0	0	0	0	0	0	0	0	0	1.597	0	0	0	0	0	0	0	0.02357	0	0	0	0.09239	0	0	0	0	0	0	0	0	0	10.48703	21.6298	0	0	0	0	0	0.04408	0	19.05951	1.18776	0	0	0	1.01166	0	0	0	0	0	0.00242	0	0	0	0	0	0	0	0	6.5294	0	11.14177	0	0	0	0	0	0	0	0	0	0	0	0	0	13.9354	0	0	0	0.00086	0	0	0	0	7.04723	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23.88939	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.65656	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_sp_CAG_251	2|1239|186801|186802|186806|1730|1262886	2.52367	0	1.31413	0.14748	0.96126	0	0	0	0	0	0	0	6.25851	0	0.31462	0	0	0	0	0	0	0	0	0	0	0	0	0.40857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.64129	0	0	0	0	1.0189	0	0	0	6.44402	0.80062	0	0	1.25851	0.27152	0	0	0	0	0	0	0	0	0	5.58051	0	0	0	0.91996	0	0	0	1.90085	0	0	0	0	0	0	0	0	0	0	0.29263	0.15784	0	0	0	6.79317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.90159	0	0	0	0	0.0459	0	0	0	0	0	0	0	0	0	0	0	0	0	1.50909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.42244	0	1.47618	0	0	0	0	0	0	0	1.48583	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.13206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.15562	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_sp_CAG_274	2|1239|186801|186802|186806|1730|1262888	0	0	0	0.0052	0	0	0	0.39788	0	0	0.14588	0	0.0071	0	0.21763	0	0	0.16293	0	0	0.23392	2.95056	0	0	0.8714	0	0	0.14615	0	0.28219	0	0	0	0.46408	0.68972	0.0274	0	0.6179	0	0.0126	0	0	0.96741	1.46695	0	0	0	0	0	0	0.01393	30.32322	0.01028	0	0	0.16267	0.15568	0.5479	0	0	0.78672	0	0	0.34363	1.48943	0.15823	0.02541	0	0.22819	0.17439	0	0	0	0.03817	0.81785	0.21014	0	0.60913	0	0.31165	0.5038	0.16007	0	0.25239	0	0	0	0	0	0	0	0	0	0	0.45155	0.10847	0	0	3.13948	0.00443	0.64845	0	0	0	0	0.05244	0	0.14127	0	0	0	0	0	0	0	0.01958	0	0	0	0	0	0	0.37549	0	0	1.58406	0	0	0	1.11533	0.00648	0.23283	0	0	0	0	0	0	0	0	0	0	0	0	3.22314	0	0.02364	0	0.06458	0	0	0	0.28698	0	0	0.70673	0	0	0	0	0.01771	0	0	0	0	0.04542	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.18438	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06333	0.17734	0	0	0	0	0	0	0.05026	0	0	0	0	0	0	0	0	0	0.98089	0	0	0	0	0	0	0	0	0	0	0	0	0	0.95622	0	0.06002	0	0.0133	0	0	0	0	0	0	0	0	0	0	0	4.6494	0	0	0	0.55277	0.13602	0	0	0	0	0	0.03252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.62479	0.1191	0.4763	0	0	0	0.19765	0	0.21496	2.37227	2.56801	0	0.52307	0.06614	0	0	0.4378	0	0	0.06095	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_sp_CAG_38	2|1239|186801|186802|186806|1730|1262889	0	0.817	5.04299	1.81543	0	1.61468	0.01174	0.32986	0	0.01541	0	2.54496	0	0	0.56222	0	1.67875	0.02335	0.00715	0	2.09176	0.99591	0	2.94375	2.45451	0	0.08193	0	5.09516	0	0.27135	0.04772	0.36205	0	3.57047	2.9639	0	0	14.157	0.32733	0	0	0.66004	0.26077	0	0.00033	0.00024	0.60771	0.17177	0	0	0.54854	0.00186	0.12002	0.06318	0.21136	0	0.62956	0	0	0	0.40511	0	0.00067	0	0.26569	0.30769	0	0	0.24429	0.4459	0.01828	0	0.09576	0	0.15909	0	0.05477	0	0	0.03038	0	0	0	0	0	0.10868	0	0.00112	0.02009	0	0.01345	0	0.11437	0.0163	0.46226	0.09844	0.05434	0	0	0	0	0	0.15153	0	0	0	0	0	0	0	0	0.12581	0	0	0	0	0	0	0.07379	0	0.06531	0.06397	0	0	0	0	0	0	1.29701	0	0	0	0	0	0	0	0.06127	0	0.11757	0	0	0	0	0	0	0.00242	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01081	0	0	0	0	0.19603	0	0	0	0	0	0	0	0	0	0	0.02586	0	0	0	0.01024	0.00645	0	0	0	0	0	0	0	0.016	0	0.01366	0	0	0.00918	0.30444	0	0	0	0.03471	0	0	0	0	0	0.00894	0	0	0	0	0	0	0	0	0.00579	0	0	0.09831	0	0	0	0	0	0	0.00723	0	0	0	0.39473	0	0.01698	0	0.00524	0.03963	0	0	0.00761	0	0	0	0	0	0	0	0.93356	0	0	0	0.01767	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02188	0.19092	0	0	0	0	0	0	0	0	0	0.01484	0.02993	0.0691	0	0	0	0.01104	0.06649	0	0	0	0.00228	0	0	0.00233	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_sp_OM08_24	2|1239|186801|186802|186806|1730|2292352	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00575	0	0	0	1.90531	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01616	0	0	0	0	0	0.00437	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03629	0	0	0	0	0	0	0
