clade_name	MAA20062_metaphlan	MAA20060_metaphlan	MAA20056_metaphlan	MAA20054_metaphlan	MAA20053_metaphlan	MAA20052_metaphlan	MAA20050_metaphlan	MAA20049_metaphlan	MAA20047_metaphlan	MAA20046_metaphlan	MAA20045_metaphlan	MAA20044_metaphlan	MAA20042_metaphlan	MAA20040_metaphlan	MAA20039_metaphlan	MAA20037_metaphlan	MAA20036_metaphlan	MAA20034_metaphlan	MAA20032_metaphlan	MAA20031_metaphlan	MAA20028_metaphlan	MAA20027_metaphlan	MAA20026_metaphlan	MAA20024_metaphlan	MAA20023_metaphlan	MAA20021_metaphlan	MAA20020_metaphlan	MAA20019_metaphlan	MAA20018_metaphlan	MAA20015_metaphlan	MAA20014_metaphlan	MAA20013_metaphlan	MAA20011_metaphlan	MAA20010_metaphlan	MAA20009_metaphlan	MAA20007_metaphlan	MAA20004_metaphlan	MAA20003_metaphlan	MAA20002_metaphlan	MAA20001_metaphlan	K155_S76_metaphlan	K154_S75_metaphlan	K150_S71_metaphlan	K147_S68_metaphlan	K146_S67_metaphlan	K145_S66_metaphlan	K144_S65_metaphlan	K142_S63_metaphlan	K141_S62_metaphlan	K140_S51_metaphlan	K138_S49_metaphlan	K136_S47_metaphlan	K133_S44_metaphlan	K131_S42_metaphlan	K122_S33_metaphlan	K121_S32_metaphlan	K120_S31_metaphlan	K117_S28_metaphlan	K116_S27_metaphlan	K115_S26_metaphlan	K114_S25_metaphlan	K113_S24_metaphlan	K112_S23_metaphlan	K111_S22_metaphlan	K108_S19_metaphlan	K107_S18_metaphlan	K102_S13_metaphlan	K101_S12_metaphlan	K100_S11_metaphlan	K093_S4_metaphlan	K092_S3_metaphlan	K090_S1_metaphlan	K088_S24_metaphlan	K0882_S28_metaphlan	K085_S21_metaphlan	K081_S17_metaphlan	K080_S16_metaphlan	K079_S15_metaphlan	K077_S13_metaphlan	K076_S12_metaphlan	K074_S10_metaphlan	K072_S8_metaphlan	K071_S7_metaphlan	K070_S6_metaphlan	K069_S5_metaphlan	K065_S1_metaphlan	K063_S43_metaphlan	K0622_S11_metaphlan	K056_S36_metaphlan	K054_S34_metaphlan	K052_S32_metaphlan	K051_S31_metaphlan	K048_S28_metaphlan	K0487_S2_metaphlan	K039_S19_metaphlan	K01315_S43_metaphlan	CD184_S184_metaphlan	CD183_S183_metaphlan	CD182_S182_metaphlan	CD181_S181_metaphlan	CD180_S180_metaphlan	CD175_S163_metaphlan	CD174_S159_metaphlan	CD173_S155_metaphlan	CD172_S151_metaphlan	CD171_S178_metaphlan	CD170_S174_metaphlan	CD169_S170_metaphlan	CD168_S166_metaphlan	CD167_S162_metaphlan	CD166_S158_metaphlan	CD165_S154_metaphlan	CD164_S150_metaphlan	CD163_S177_metaphlan	CD162_S173_metaphlan	CD161_S169_metaphlan	CD159_S161_metaphlan	CD158_S157_metaphlan	CD157_S153_metaphlan	CD156_S149_metaphlan	CD155_S176_metaphlan	CD154_S172_metaphlan	CD153_S168_metaphlan	CD152_S164_metaphlan	CD151_S160_metaphlan	CD147_S147_metaphlan	CD146_S135_metaphlan	CD145_S123_metaphlan	CD144_S111_metaphlan	CD143_S99_metaphlan	CD142_S87_metaphlan	CD141_S75_metaphlan	CD140_S63_metaphlan	CD139_S146_metaphlan	CD138_S134_metaphlan	CD137_S122_metaphlan	CD136_S110_metaphlan	CD135_S98_metaphlan	CD134_S86_metaphlan	CD133_S74_metaphlan	CD132_S62_metaphlan	CD131_S145_metaphlan	CD130_S133_metaphlan	CD129_S121_metaphlan	CD128_S109_metaphlan	CD127_S97_metaphlan	CD126_S85_metaphlan	CD125_S73_metaphlan	CD124_S61_metaphlan	CD123_S144_metaphlan	CD122_S132_metaphlan	CD121_S120_metaphlan	CD120_S108_metaphlan	CD119_S96_metaphlan	CD118_S84_metaphlan	CD116_S60_metaphlan	CD115_S143_metaphlan	CD114_S131_metaphlan	CD113_S119_metaphlan	CD112_S107_metaphlan	CD110_S83_metaphlan	CD109_S71_metaphlan	CD108_S59_metaphlan	CD107_S142_metaphlan	CD106_S130_metaphlan	CD105_S118_metaphlan	CD104_S106_metaphlan	CD103_S94_metaphlan	CD102_S82_metaphlan	CD101_S70_metaphlan	CD100_S58_metaphlan	CD099_S141_metaphlan	CD098_S129_metaphlan	CD097_S117_metaphlan	CD096_S105_metaphlan	CD095_S93_metaphlan	CD094_S81_metaphlan	CD093_S69_metaphlan	CD092_S57_metaphlan	CD091_S140_metaphlan	CD090_S128_metaphlan	CD089_S116_metaphlan	CD088_S104_metaphlan	CD087_S92_metaphlan	CD086_S80_metaphlan	CD085_S68_metaphlan	CD084_S56_metaphlan	CD083_S139_metaphlan	CD082_S127_metaphlan	CD081_S115_metaphlan	CD080_S103_metaphlan	CD079_S91_metaphlan	CD078_S79_metaphlan	CD077_S67_metaphlan	CD076_S55_metaphlan	CD075_S138_metaphlan	CD074_S126_metaphlan	CD073_S114_metaphlan	CD072_S102_metaphlan	CD071_S90_metaphlan	CD070_S78_metaphlan	CD069_S66_metaphlan	CD068_S54_metaphlan	CD067_S137_metaphlan	CD066_S125_metaphlan	CD065_S113_metaphlan	CD064_S101_metaphlan	CD063_S89_metaphlan	CD062_S77_metaphlan	CD061_S65_metaphlan	CD060_S53_metaphlan	CD059_S136_metaphlan	CD058_S124_metaphlan	CD057_S112_metaphlan	CD056_S100_metaphlan	CD055_S88_metaphlan	CD054_S76_metaphlan	CD053_S64_metaphlan	CD052_S52_metaphlan	CD051_S48_metaphlan	CD050_S42_metaphlan	CD049_S36_metaphlan	CD048_S30_metaphlan	CD047_S24_metaphlan	CD046_S18_metaphlan	CD045_S12_metaphlan	CD044_S6_metaphlan	CD043_S47_metaphlan	CD042_S41_metaphlan	CD041_S35_metaphlan	CD040_S29_metaphlan	CD039_S23_metaphlan	CD038_S17_metaphlan	CD037_S11_metaphlan	CD036_S5_metaphlan	CD035_S46_metaphlan	CD034_S40_metaphlan	CD033_S34_metaphlan	CD032_S28_metaphlan	CD031_S22_metaphlan	CD030_S16_metaphlan	CD029_S10_metaphlan	CD028_S4_metaphlan	CD027_S45_metaphlan	CD026_S39_metaphlan	CD025_S33_metaphlan	CD024_S27_metaphlan	CD023_S21_metaphlan	CD022_S15_metaphlan	CD021_S9_metaphlan	CD020_S3_metaphlan	CD019_S44_metaphlan	CD018_S38_metaphlan	CD017_S32_metaphlan	CD016_S26_metaphlan	CD015_S20_metaphlan	CD014_S14_metaphlan	CD013_S8_metaphlan	CD012_S2_metaphlan	CD011_S43_metaphlan	CD010_S37_metaphlan	CD009_S31_metaphlan	CD008_S25_metaphlan	CD007_S19_metaphlan	CD006_S13_metaphlan	CD005_S7_metaphlan	CD004_S1_metaphlan	CD003_S51_metaphlan	CD002_S50_metaphlan	CD001_S49_metaphlan	BX3094_S12_metaphlan	BX3091_S9_metaphlan	BX3089_S6_metaphlan	BX3088_S3_metaphlan	BX3085_S20_metaphlan	BX3084_S17_metaphlan	BX3075_S14_metaphlan	BX3074_S11_metaphlan	BX3073_S8_metaphlan	BX3070_S5_metaphlan	BX3069_S2_metaphlan	BX3068_S22_metaphlan	BX3067_S19_metaphlan	BX3066_S16_metaphlan	BX3064_S13_metaphlan	BX3063_S10_metaphlan	BX3062_S7_metaphlan	BX3061_S4_metaphlan	BX3060_S1_metaphlan	BX3059_S21_metaphlan	BX3055_S18_metaphlan	BX3054_S15_metaphlan
Solobacterium_moorei	0.00048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01454	0.00253	0	0	0	0.0022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01031	0	0	0.47411	0	0	0	0	0	0	0	0	0.1429	0	0.00263	0	0	0	0	0	0	0	0.00215	0.01486	0	0.00093	0	0.003	0.00463	0	0	0	0	0	0.0155	0	0	0	0.00066	0	0.00782	0	0	0	0	0.00458	0.00152	0	0.00061	0	0	0	0.00352	0.00077	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00217	0.00306	0	0	0.00498	0	0	0	0.00372	0.00599	0	0	0	0	0	0.00492	0.00026	0.00601	0	0	0	0	0	0	0	0	0.00193	0	0	0.04627	0	0.00072	0	0	0	0	0	0.00381	0	0	0	0	0	0	0.00784	0.10752	0	0.00758	0	0	0	0.00163	0	0.017	0.00724	0	0.01101	0.00019	0	0.0065	0	0.00043	0	0	0	0.00781	0.00104	0	0.00971	0	0	0	0	0	0.00215	0.15231	0	0.01822	0	0	0	0	0	0.0391	0	0	0	0	0	0.02003	0.00353	0.00058	0	0.00817	0	0	0	0	0	0	0.01539	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Turicibacter_sanguinis	0	0	0	0.01334	0	0.47273	0	0	0	0.01205	0	0	0	0.0003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02084	0	0	0	0	0.00319	0	0	0	0	0	0	0	0	0.00427	0.00089	0	0.00141	0	0	0	0.07096	0	0	0	0	0.00716	0	0	0	0	0	0	0.00124	0	0	0	0	0	0	0	0	0	0.00331	0.00315	0	0	0.00542	0	0.01066	0	0	0	0	0.0879	0	0	0.06751	0.02508	0	0	0.09541	0	0	0	0	0.00108	0	0	0	0	0	0	0	0	0.0633	0	0	0	0	0	0	0	0	0	0	0	0.02212	0	0	0.01236	0	0.0025	0	0.00815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07529	0	0	0	0	0	0.0071	0	0	0	0	0.00294	0	0	0	0	0	0	0.08237	0	0	0	0	0	0	0	0	0.00199	0.03362	0	0.00598	0	0.00277	0	0	0.18983	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05087	0	0	0	0.00377	0	0.01937	0	0	0	0	0	0	0	0	0	0	0	0	0.01491	0	0	0	0	0	0.00128	0	0	0	0	0	0	0	0	0	0	0	0.00498	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.18731	0	0	0.00569	0	0	0	0	0	0.00687	0	0	0	0	0	0	0	0	0	0.00184	0	0	0	0	0	0	0	0	0.02669	0.03541	0	0	0	0	0	0
Firmicutes_bacterium_CAG_110	0	0	0	0	0	0	0	0	0	0.08251	0	2.11996	0	0	0	0.09636	0	0	0	0	0	0	0	0	0.01794	0	0	0	0	0	0	5.84154	0.47636	1.77023	0.07925	0	0	0	0	0	0	0	0	0.04958	0	0.01844	0	0	0.00348	0	0.18508	0	0	0	0	0	0	0	0	0.05079	0.00776	0	0	0	0	0	0	0.01421	0.01666	0	0	0	0.00085	0	0	0.15547	0.46683	0	0	0	0	0.00497	0.21777	0	0	0.00681	0	0	0	0	0.04314	0.01016	0	0.01286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07489	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03077	0	0	0	0	0.00173	0.62013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01739	0	0	0	0	0	0	0.15823	0	0	0.01179	0	0	0	0
Firmicutes_bacterium_CAG_145	0.18439	0	0.05445	0.00541	0	0	0	0	0.0832	0	0	0	0	0	0.00516	0.0131	0.1221	0	0	0	0	0	0	0.26165	0.05772	6.34447	0	0	0.02516	0.01001	0	3.11546	0	0	0	0	0	0	0.00623	0	0	0.14522	0	0.00068	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08259	0.03418	0	0	0.18563	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00907	0	0.03488	0	0.01621	0	0	0.04777	0	0.0082	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07734	0	0	0	0	0	0	0	0	0	0	0.01478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03182	0	0	0	0	0	0	0.043	0.09053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01738	0	0.03703	0	0	0	0	0	0	0.12899	0	0	0	0	0	0	0	0	0.01005	0	0	0	0	0	0	0	0	0.13521	0	0	0	0	0	0	0.01952	0.02164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00173	0	0	0	0	0	0	0	0	0	0.41862	0.10311	0	0	0	0	0	0	0	0	0.00537	0	0	0	0	0	0	0	0.0118	0	0	0.01092	0	0	0	0	0
Firmicutes_bacterium_CAG_170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00428	0	0.02491	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00154	0.00125	0	0	0	0	0	0	0	0.38897	0	0	0	0.01622	0	0	0.04971	2.69212	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04807	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00546	0	0	0.70637	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34.72052	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08726	0	0	0	0	0	0	0	0	0	0.72381	0	0	0	0
Firmicutes_bacterium_CAG_238	0	0	0	0	0	0	0	0	0	0.00094	0	0.70936	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.023	0.00265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Firmicutes_bacterium_CAG_424	0	0	0	0	0.94307	0	0	0.00973	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07528	0.15836	0	0	0	0	0	0	0	0	0.05354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00728	0	0	0.04126	0	0	0	0	0	0	0	0	0.00663	0.01164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.18623	0	0	0	0	0	0	0	0	0	0	0	0.00976	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0477	0	0	0	0	0	0.63958	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00495	0	0	0	0	0	2.95174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Firmicutes_bacterium_CAG_555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03358	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Firmicutes_bacterium_CAG_646	0	0	0	0	0.14495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00699	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04445	0	0	0	0	0	0	0	0	0	0.00807	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03708	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.14595	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Firmicutes_bacterium_CAG_83	3.69163	0	4.80839	0	0	0	1.21381	0	2.57841	1.86841	0	0.35898	0.45548	0	1.99837	6.19801	1.0804	0.05552	9.17838	0.22545	0	2.05359	0	0.26028	2.81376	4.73002	0	0	0.38606	2.32023	0.04914	2.1836	1.0146	0.00605	0.28124	0.17891	0.90454	0	0.55937	3.13242	0	1.2498	0.4068	0.01382	0	0.21781	0	0.00677	0.02884	1.11272	0.01725	0	0	0	0.0347	0	0.14675	0.00222	0.00812	0.01056	0.43703	0	0	0.78245	0.32833	0	0	0.80971	1.93399	0.28383	0	2.40073	0.03871	0.51685	0	0	0.70575	0.03184	0	0.07818	0.11914	0	0.00833	0.04147	0	0.17807	0.00778	0.54503	0.12627	0.03675	0.02315	0.54496	0.32421	0.02426	0.18669	0.01163	1.04784	0.13233	0	0	0.0028	0.37262	0	0.1476	0.38396	0	0.02728	0	0	0	0	0	0	0	2.83233	0.68502	0	0	0.00452	0.0082	0.00036	0.01655	0.38326	0	0.10495	0	0	5.44512	0	0.11147	0.04886	0	0	0	0	0	0	1.91206	0.17003	0	0.02588	0	0	0	0	1.1054	0	0.11579	0.16785	0.10901	0	0.70182	0	0.01	0	0.04554	0	1.2795	0	0	0	0	0	0	0.63569	1.86783	0.41448	0	1.331	2.88246	0.04871	0	0.25988	0	0.81222	0	0	0.0036	0.0331	0.08261	0	0	0	0	0.04921	0.05883	2.018	0	2.16444	1.44095	0	0.07353	0	0.0017	0	0	0	1.81493	0	0	0	0	2.92797	8.33494	4.2096	1.72284	0.09122	0.04639	1.23966	0	0	0	0	0.07432	0.15506	0	1.53857	0.02897	0	0	0.00368	0	0	0	1.68138	0	0	0	0.02096	0	0	0	1.39669	0	2.28898	0	0.01691	0	0	0.69213	1.11211	1.29262	0	0	0	0	0	0	0.20905	0	0	0	0	0	0	0	0	0	0.05093	0	0	0	0	0.04574	0	0	0	1.03154	0.35246	0	0	0.46856	0	0	0.63827	0.6242	0.00656	0.81105	0	0	0	0.43222	0	0.06345	0.02408	0	0.38563	0.11783	0	0.23247	0.80729	0.0653
Firmicutes_bacterium_CAG_94	0	0	0	0	0	0	0	0	0	0.35115	0	0	0	0	0	0	0.00774	0	0	0	0.26661	0	0	0.01239	0.29981	0.04377	0.22434	0.00469	0	0	0	0	0	0	0	0	0	0	0.00861	0.0003	0	0	0	0.16308	0	0	0.04474	0	0	0	0	0	0	0	0	0	0.06962	0	0.00489	0	0	0	0	0	0	0.02964	0	0	0	0	0.00547	0.08035	0	0	0	0	0	0.3763	0	0	0	0	0.00066	0	0	0.02681	0	0	0	0	0	0	0	0	0	0	0.00943	0	0	0	0	0	1.79072	0.09613	0.22845	0	0	0	0	0	0	0	0	0	0	0.0806	0	0	0	0	0	0.00774	0.00365	0	0	0	0	0.0287	0	0	0	0	0	0	0	0	0	0	0	0	0.12306	0	0	0	0	0	0	2.07478	0	0	0	0.09268	0	3.11533	0	0.35374	0	4.26056	0	0	0	0	0	0	0	0.09193	0	0	0.00724	0	0.24179	0	1.764	0	0.88483	0	0.04097	0	0	0	0	0	0	0	2.13375	0	0	0	0	0	0.65608	0.70059	3.37458	0.00387	0	0	0	0	0	0	0	0	0	0.01539	0.02353	0.03903	0.00048	0.01298	0	0.00895	0.06021	0	0	0	0	0	0	0	0.01563	0	0.00479	1.42718	0	0	0	0	0	0	0	0	0	0	0	0.00012	0.65131	0.66958	0	1.56385	0	0.05784	0	0	0.00844	0	0	0	0	2.14182	0.00763	0	0	0	0	0	0	0	0	0	0.1464	0	0.62265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00089	0	0
Firmicutes_bacterium_CAG_95	0	0	0.01253	0	0	0	0.08696	0	0	0	0	0.10181	0	0	0	0	0	0	0	0	0	0.00623	0	0	0	0	0	0	0	0	0	0	0.00791	0.05927	0.00129	0	0	0	0	0	0	0	0	0	0	0.00688	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00128	0	0	0	0	0	0	0.13998	0.04082	0	0	0	0.00237	0	0	0	0.00599	0	0	0	0	0	0.04517	0	0.10318	0.001	0.04228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01441	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00027	0	0	0.04637	0	0	0	0	0	0	0	0	0	0	0	0	0.09658	0.0221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2697	0	0	0	0	0	0.00147	0.071	0	0	0.01764	0	0	0	0
Acidaminococcus_fermentans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acidaminococcus_intestini	7.90821	0	0	0.13739	0	0	4.0219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.92342	0	0	2.37255	0	0	0	0	0	0	0	0	0.08865	0	0	0	0	1.34081	0	1.24754	1.40709	1.45908	0	0	0	0	0	0	1.56223	0	0	0	0	0	0	0	2.04571	0	0	0	0	0	0.29857	5.48558	0	0.38584	0	4.24384	0	1.07379	0.26953	0	0	0	0	0.34699	0.017	0.79194	0.4114	0	0	0	0	0	0	0.70056	0	0.12739	0	0	0.24643	0.15424	0	0	1.22461	0	0.23185	0	0	5.20053	0	0	0	0	8.33014	0	0.1124	0	0	0.01568	0	0	0.02081	0	0	0.00531	2.78051	0	1.64897	0.13733	0	33.66244	0	0	0	14.18091	0	0	0	0	0	0	0	0	0	0	0	13.05104	0	0	0	0	0	0	1.50685	0.22058	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.2613	0	0	2.64441	0	0	1.58067	0	0	0	0	0	0	0	6.42314	0	0	0	0	0	0	0	1.20987	0	0	0.19562	0	0.3239	0	0	0.04284	0	0	0	0	0	0	0.07049	0.17448	0	0.09658	12.79933	0	0	0	0	0.02237	0	0	0	2.72826	0.00184	1.42459	0	0	0	0	23.59369	0	0	0	0	0	0	0.65019	0	0	0	0	0	0	0	0	0.09367	0	1.69163	0	8.84888	0	0	0	0	0	0.29053	0.17678	0	0	30.3465	0	0	0	0	0	1.02581	8.53786	0	0	0	0	5.60897	0	0	0.05067	0	0	0	0	0	0	0	0	0	0	0	2.47228	0	6.88927	4.14525	0.14949	0	0	0	0	0.35706	3.63354	0
