clade_name	MAA20062_metaphlan	MAA20060_metaphlan	MAA20056_metaphlan	MAA20054_metaphlan	MAA20053_metaphlan	MAA20052_metaphlan	MAA20050_metaphlan	MAA20049_metaphlan	MAA20047_metaphlan	MAA20046_metaphlan	MAA20045_metaphlan	MAA20044_metaphlan	MAA20042_metaphlan	MAA20040_metaphlan	MAA20039_metaphlan	MAA20037_metaphlan	MAA20036_metaphlan	MAA20034_metaphlan	MAA20032_metaphlan	MAA20031_metaphlan	MAA20028_metaphlan	MAA20027_metaphlan	MAA20026_metaphlan	MAA20024_metaphlan	MAA20023_metaphlan	MAA20021_metaphlan	MAA20020_metaphlan	MAA20019_metaphlan	MAA20018_metaphlan	MAA20015_metaphlan	MAA20014_metaphlan	MAA20013_metaphlan	MAA20011_metaphlan	MAA20010_metaphlan	MAA20009_metaphlan	MAA20007_metaphlan	MAA20004_metaphlan	MAA20003_metaphlan	MAA20002_metaphlan	MAA20001_metaphlan	K155_S76_metaphlan	K154_S75_metaphlan	K150_S71_metaphlan	K147_S68_metaphlan	K146_S67_metaphlan	K145_S66_metaphlan	K144_S65_metaphlan	K142_S63_metaphlan	K141_S62_metaphlan	K140_S51_metaphlan	K138_S49_metaphlan	K136_S47_metaphlan	K133_S44_metaphlan	K131_S42_metaphlan	K122_S33_metaphlan	K121_S32_metaphlan	K120_S31_metaphlan	K117_S28_metaphlan	K116_S27_metaphlan	K115_S26_metaphlan	K114_S25_metaphlan	K113_S24_metaphlan	K112_S23_metaphlan	K111_S22_metaphlan	K108_S19_metaphlan	K107_S18_metaphlan	K102_S13_metaphlan	K101_S12_metaphlan	K100_S11_metaphlan	K093_S4_metaphlan	K092_S3_metaphlan	K090_S1_metaphlan	K088_S24_metaphlan	K0882_S28_metaphlan	K085_S21_metaphlan	K081_S17_metaphlan	K080_S16_metaphlan	K079_S15_metaphlan	K077_S13_metaphlan	K076_S12_metaphlan	K074_S10_metaphlan	K072_S8_metaphlan	K071_S7_metaphlan	K070_S6_metaphlan	K069_S5_metaphlan	K065_S1_metaphlan	K063_S43_metaphlan	K0622_S11_metaphlan	K056_S36_metaphlan	K054_S34_metaphlan	K052_S32_metaphlan	K051_S31_metaphlan	K048_S28_metaphlan	K0487_S2_metaphlan	K039_S19_metaphlan	K01315_S43_metaphlan	CD184_S184_metaphlan	CD183_S183_metaphlan	CD182_S182_metaphlan	CD181_S181_metaphlan	CD180_S180_metaphlan	CD175_S163_metaphlan	CD174_S159_metaphlan	CD173_S155_metaphlan	CD172_S151_metaphlan	CD171_S178_metaphlan	CD170_S174_metaphlan	CD169_S170_metaphlan	CD168_S166_metaphlan	CD167_S162_metaphlan	CD166_S158_metaphlan	CD165_S154_metaphlan	CD164_S150_metaphlan	CD163_S177_metaphlan	CD162_S173_metaphlan	CD161_S169_metaphlan	CD159_S161_metaphlan	CD158_S157_metaphlan	CD157_S153_metaphlan	CD156_S149_metaphlan	CD155_S176_metaphlan	CD154_S172_metaphlan	CD153_S168_metaphlan	CD152_S164_metaphlan	CD151_S160_metaphlan	CD147_S147_metaphlan	CD146_S135_metaphlan	CD145_S123_metaphlan	CD144_S111_metaphlan	CD143_S99_metaphlan	CD142_S87_metaphlan	CD141_S75_metaphlan	CD140_S63_metaphlan	CD139_S146_metaphlan	CD138_S134_metaphlan	CD137_S122_metaphlan	CD136_S110_metaphlan	CD135_S98_metaphlan	CD134_S86_metaphlan	CD133_S74_metaphlan	CD132_S62_metaphlan	CD131_S145_metaphlan	CD130_S133_metaphlan	CD129_S121_metaphlan	CD128_S109_metaphlan	CD127_S97_metaphlan	CD126_S85_metaphlan	CD125_S73_metaphlan	CD124_S61_metaphlan	CD123_S144_metaphlan	CD122_S132_metaphlan	CD121_S120_metaphlan	CD120_S108_metaphlan	CD119_S96_metaphlan	CD118_S84_metaphlan	CD116_S60_metaphlan	CD115_S143_metaphlan	CD114_S131_metaphlan	CD113_S119_metaphlan	CD112_S107_metaphlan	CD110_S83_metaphlan	CD109_S71_metaphlan	CD108_S59_metaphlan	CD107_S142_metaphlan	CD106_S130_metaphlan	CD105_S118_metaphlan	CD104_S106_metaphlan	CD103_S94_metaphlan	CD102_S82_metaphlan	CD101_S70_metaphlan	CD100_S58_metaphlan	CD099_S141_metaphlan	CD098_S129_metaphlan	CD097_S117_metaphlan	CD096_S105_metaphlan	CD095_S93_metaphlan	CD094_S81_metaphlan	CD093_S69_metaphlan	CD092_S57_metaphlan	CD091_S140_metaphlan	CD090_S128_metaphlan	CD089_S116_metaphlan	CD088_S104_metaphlan	CD087_S92_metaphlan	CD086_S80_metaphlan	CD085_S68_metaphlan	CD084_S56_metaphlan	CD083_S139_metaphlan	CD082_S127_metaphlan	CD081_S115_metaphlan	CD080_S103_metaphlan	CD079_S91_metaphlan	CD078_S79_metaphlan	CD077_S67_metaphlan	CD076_S55_metaphlan	CD075_S138_metaphlan	CD074_S126_metaphlan	CD073_S114_metaphlan	CD072_S102_metaphlan	CD071_S90_metaphlan	CD070_S78_metaphlan	CD069_S66_metaphlan	CD068_S54_metaphlan	CD067_S137_metaphlan	CD066_S125_metaphlan	CD065_S113_metaphlan	CD064_S101_metaphlan	CD063_S89_metaphlan	CD062_S77_metaphlan	CD061_S65_metaphlan	CD060_S53_metaphlan	CD059_S136_metaphlan	CD058_S124_metaphlan	CD057_S112_metaphlan	CD056_S100_metaphlan	CD055_S88_metaphlan	CD054_S76_metaphlan	CD053_S64_metaphlan	CD052_S52_metaphlan	CD051_S48_metaphlan	CD050_S42_metaphlan	CD049_S36_metaphlan	CD048_S30_metaphlan	CD047_S24_metaphlan	CD046_S18_metaphlan	CD045_S12_metaphlan	CD044_S6_metaphlan	CD043_S47_metaphlan	CD042_S41_metaphlan	CD041_S35_metaphlan	CD040_S29_metaphlan	CD039_S23_metaphlan	CD038_S17_metaphlan	CD037_S11_metaphlan	CD036_S5_metaphlan	CD035_S46_metaphlan	CD034_S40_metaphlan	CD033_S34_metaphlan	CD032_S28_metaphlan	CD031_S22_metaphlan	CD030_S16_metaphlan	CD029_S10_metaphlan	CD028_S4_metaphlan	CD027_S45_metaphlan	CD026_S39_metaphlan	CD025_S33_metaphlan	CD024_S27_metaphlan	CD023_S21_metaphlan	CD022_S15_metaphlan	CD021_S9_metaphlan	CD020_S3_metaphlan	CD019_S44_metaphlan	CD018_S38_metaphlan	CD017_S32_metaphlan	CD016_S26_metaphlan	CD015_S20_metaphlan	CD014_S14_metaphlan	CD013_S8_metaphlan	CD012_S2_metaphlan	CD011_S43_metaphlan	CD010_S37_metaphlan	CD009_S31_metaphlan	CD008_S25_metaphlan	CD007_S19_metaphlan	CD006_S13_metaphlan	CD005_S7_metaphlan	CD004_S1_metaphlan	CD003_S51_metaphlan	CD002_S50_metaphlan	CD001_S49_metaphlan	BX3094_S12_metaphlan	BX3091_S9_metaphlan	BX3089_S6_metaphlan	BX3088_S3_metaphlan	BX3085_S20_metaphlan	BX3084_S17_metaphlan	BX3075_S14_metaphlan	BX3074_S11_metaphlan	BX3073_S8_metaphlan	BX3070_S5_metaphlan	BX3069_S2_metaphlan	BX3068_S22_metaphlan	BX3067_S19_metaphlan	BX3066_S16_metaphlan	BX3064_S13_metaphlan	BX3063_S10_metaphlan	BX3062_S7_metaphlan	BX3061_S4_metaphlan	BX3060_S1_metaphlan	BX3059_S21_metaphlan	BX3055_S18_metaphlan	BX3054_S15_metaphlan
Bacteroides_intestinalis	0	0	0	0	0	0	2.96602	0.03997	0	0.0771	0	0.42344	0.00623	0	0	0.0061	0.24886	0	0.06571	0	0	0.73485	0.00268	0	0	0.94157	0	0.06686	0.00685	0.00897	0	0.00091	0.06851	3.01179	0	0.01181	0.42261	0	0.0002	0	0	0	0.44408	0.753	0	0.44504	0	0.72897	0.00513	0	0	0	0	0	0.11927	0	0	0	0	0.01176	0	0	0	3.50472	0	0	0	1.48871	0	0	0	0.02676	0.54133	0	0	0.5722	0.19752	0.09369	0	0.008	0.0144	0	0.00885	0	0.04529	0.00115	0	0	0	0	0	0.03625	0.14432	0	0	0	0	0.00797	0	0.00262	0.00427	0.11719	0	0.92512	0	0	0	0	0	0	0	0	0	0	0.01008	0	0	0	0	1.28788	0	1.04403	0	0	0.93675	0	0	0.24246	0	0	0.28519	0	0	0	0	0	0.33452	0.1085	0.76786	0.42086	0	0	0	0	0	0	0.00343	0.09221	0	0.0508	0	0	0	0	0	0	0	2.43435	0	0	0	0	0	0	0	0.24173	0	3.68574	0	0.1887	1.07516	0	0	0	0	0	0	0	0	0	0.33874	0	0	0	0	0	0.06185	0.05432	0	0.77173	0	0.0031	0	0	0	0	0	0	0	0	0	0	0.82653	0.17989	0.17966	0.13393	0.00276	0.00349	0	0	3.71545	0.6819	0.00095	0	0	0	0	0	0.41027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02316	0.00229	0	0	0.32549	0	0	0.52178	0	0	0	0	0	0.01502	0	0.0116	0	0	0.0278	0.23361	0.06712	0	0	0	0	0	1.88824	0.64507	0	2.01726	0	0	0	0	0	0.00992	1.63468	0.00572	2.16886	0.00765	0	0.01709	0.02169	0.02803
Bacteroides_massiliensis	0	1.14579	0	0	0	0	0	5.22415	0	0.03768	3.44377	0	0.03076	1.17958	0.03198	0.35205	0	2.48727	0	0	0	0.15442	0	0	0	0	0.01734	0	2.22377	1.77276	0	1.09288	0.39091	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00285	0.06291	0.01844	0	0	0.0282	0	0	0.5189	0.13251	0	0.0175	0	0.02126	0.01284	0	0	0.19949	0.36529	0	0.01721	0	0.01819	0.1659	1.38042	0.02944	0	0	0	0	0	0.00709	0	0.06004	0.05064	0	0	0	0	0.00183	0.00263	0.03474	0	0.16855	0.30003	0.04972	0	0.11102	0.08124	0.56622	0	0	0	0	0.14806	0	0	0.02418	0	0	0.14634	0.09662	0	0	0	0	0	0	0.51271	0	0	0	0	1.30569	0	0.99258	0.06511	0	0	0	0	0.37709	0	0	0	0.11433	0	0	0	0	0	0	0	0	0	0.48254	0.12214	0	0	0	0	0	0.2036	0.59344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.93588	0	0	0.30297	0.14538	0	0	0	0.11842	0	0.00585	0	0.02587	0	0.07728	0	0	0	0	0	0.00239	0	0	0.11313	0	0	0	0.03017	0	0	0	0	0	0	0	0	0	0.07855	0	0.17531	0.07508	0.25895	0.97179	0	0	0	0	0.01483	0.0352	0	0	0	0.1203	0	0	0	0	0	0	0	0	0	0.12912	0	0	0	0	0	0	0	0	0	0	0	0.00632	8.85219	0	0	0	0	0	0	0	0	0	0	0	1.10556	0	0	0	0	0	0	0	0	0	0.25408	0	0	0	0	0	0	0	0	0	0	0.94939	0	0.73962	0	0.41864	0	0.77729	0	0.4864	0	0.05063	0	0	0.28629	0	0.74146	1.99735	0.53565
Bacteroides_nordii	0.02568	0	0	0	0	0	0.00243	0	0.17699	0.00449	0	0.02291	0	0.12359	0	0.00142	0	0	0	0.01352	0	0	0	0	0.00628	0	0	0	0	0	0	0	0	0.09493	0	0	0.01676	0.13798	0.00726	0	0	0.03119	0	0	0	0	0	0.00563	0	0.10448	0.00352	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00661	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01786	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09607	0	0	0	0	0	0	0	0	0	0	0	0	0.0018	0	0	0	0	0	0	0	0	0.00291	0	0	0	0	0	0	0	0	0	0	0.00197	0	0	0	0	0	0	0.02227	0.00084	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.53899	0.02834	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00464	0	0	0	0	0	0	0.01282	0	0	0	0	0	0	0	0.00041	0.05222	0	0	0	0.0008	0.00378	0.00581	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00293	0	0	0	0	0	0	0	0	0.0008	0	0.00678	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01022	0.04074	0	0	0	0	0	0	0	0.0099	0	0.00295	0	0	0	0	0	0	0.01191	0	0.00575	0.00029	0	0.00748	0.00619	0
Bacteroides_oleiciplenus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteroides_ovatus	1.9151	1.82694	0	0.35339	1.31331	0.21175	0	1.15386	0.00287	0.05849	0.28971	0.0558	0.0419	1.07307	0.13743	0.46374	3.30339	0.47102	0.00042	3.87354	1.42758	0.18439	0.02906	0.16015	0.21378	2.2703	0.0782	2.05816	0.74631	1.27092	4.34842	1.73063	0.29674	0.38614	0.12618	0.51881	2.36212	1.70724	5.19573	0.08996	0	0.02122	0.11763	0	0.00851	0.16249	0	0.02388	0.00156	0.38002	0.17835	0.02021	0.0174	0	3.35755	0.43349	0.10048	0	0.02783	0.01303	0	0	0.22537	0.00514	0.63424	0.05762	0.00651	0.18163	0.00494	0.01867	0.52769	0	0.06691	0.39025	0.08731	0.06903	0.25152	2.23541	0	0.04107	0.0359	0.01367	0.03746	0.09051	0	0.00421	0.05785	0.95706	0.00587	0.00974	0.01509	0.00313	0.67958	0.03646	0.15708	0.01275	0	0	0	0.08054	0.0259	0.63834	0	0.14821	0.40381	0	0	0.01881	0.68756	0	0.20646	0	4.11885	0	0.01596	0.36792	0	0	2.23326	6.20351	1.10125	4.37306	0.08387	0.00097	0.9208	0.10599	0	2.26903	0.02089	0.08358	1.37007	0.05778	10.90738	0	0	0.00182	1.49895	0.01729	3.65867	0.46756	11.68121	0	0	0	0	0.67174	0.08754	0.07827	0.28144	0.03164	5.21059	0.31446	0	2.27855	0.57559	0.05829	0	0	0	0	0.04101	0	0	0.18578	2.08875	0.159	0	4.88098	1.49432	0.16818	0.08291	0	0.82819	0	0.05313	0.31745	0.53781	0.37358	0.0061	0.00671	0.15172	1.07733	0.03183	0.17066	0.4118	0.64985	0.19356	1.08931	0.46695	5.04255	0	4.3507	0	0.0109	0.3379	0	0	2.82516	0.06967	0.27701	0	0.00285	1.02299	0.00508	0.08384	0.351	0.0589	0.87848	0.03673	0.08441	9.11385	0	0.00857	0.29525	0.07811	0	0.14709	1.07045	0.72037	0	0	0	0	0	2.77083	0.25566	0.00999	0	0.43872	0	0.10483	0.04665	0.05123	0	2.38271	0	0	0	0.67295	6.48904	0.08737	1.12559	0	0.00314	2.00431	0	0	0.81659	0.41771	2.34095	2.12226	0	0	0	0	1.40454	1.60852	0	0	12.06309	3.78275	13.42412	0	0.29661	0	0	3.72582	0.02489	0.00922	0	6.28156	1.68072	14.63687	0.30781	1.33222	1.12205	0.66016	0.04934	1.06251	1.53409	1.30165	0.19501	4.82	0	0.02996	0.18001	2.82113	0.24316	0	0.51235	0.07458	0
Bacteroides_plebeius	0	0	0	43.07251	0	0	1.22757	0	0	1.2808	0	1.05534	0.05186	0	13.62866	0.74115	0	21.14724	0.24558	0	0	0	0	23.34818	0	0	1.47328	0	0	4.0387	0	0	0.64401	0	2.76319	0	0	0	4.35117	0	0	0	0	0	0	0.03247	0.08031	0	0	0	0.4715	0.02248	0	0	0	0	0.54543	0	2.32923	0	0	0	0	0.47064	5.46156	0	0.28207	0	0.45084	3.41915	0	0.16398	0.15644	0	0	0.17911	1.52523	0	0.07536	3.01055	2.63386	0.08928	0	4.06397	0	0	0	0.21736	0	0	0	0	0	0	0.34619	2.60674	0.47389	0.44037	0	0	0.19993	0	0	3.69866	0	2.82892	0.23109	0	0	0	0	0	0	0	0	0	0	0	0.27516	0	0.13276	0	1.61048	0	0	0	0	0.69424	0	0	0.03929	5.69152	0	0	0	0.01149	0	0	0	0	0	0	0	0	0	0.31592	0	0	0	0	0	2.24506	0.4731	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.71544	0	0.26049	0	0	0.194	0	0	0	0	1.57366	0	0.4144	0	0	0	0	0	0	0.04832	0	0	2.4572	0	0	0.65549	0	0	0	0	0	0	0	0	0	0	0	0	12.53937	0	23.08459	0	0	1.01851	0.00333	0	0	0	0	0.29482	1.38114	0	0	0	0	0	0.9141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.40133	1.66923	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05157	0	0.43275	0	0	0	0	0	0	0	4.19222	0	0	11.9399	0	0	5.3371	2.97785	1.07304	0	0	0.48863	0	2.10626	0	0
Bacteroides_salyersiae	0	0	0	0	0	0	0	0	0	0.01859	0	0	0	0	0	0	0	0	0.06586	0.00035	0	0.0287	2.19132	0	0	0.09459	0	0.18853	0	0.00261	0.65379	0	0.05272	0	0.24101	0.24949	0.04373	0	0.01402	0.27534	0	0.01123	0	0.00668	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03458	0.04271	0	0	0.03666	0.00468	0	0	0.0017	0.05318	0	0	0	0.60889	0	0	0.00547	0.01484	0.00457	0.00773	0	0	0	0	0	0.02873	0	0.04119	0.01453	0	0.01327	0	0.00115	0	0.01283	0	0	0.00416	0.01177	0	0.11048	0.17262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00096	0	0	0	0	0	0	0	0.0302	0	0.03217	0	0	0	0	0	0.02775	0	0	0	0	0	0	0	0	0	0	0	0.02142	0	0	0.05153	0	0	0.01334	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03488	0	0	0.03758	0	0.10902	0	0.00171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02513	0	0.04102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06148	0	0	0	0.01883	0	0.21911	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03966	0	0	0	0	0	0	0	0	0.00649	0	0	0	0	0.02501	0	0	0	0	0	0	0	0	0.01321
Bacteroides_sartorii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.21293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00101	0	0	0.07745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0127	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12402	0	0	0	0	0	0	0	0	0
Bacteroides_sp_43_108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteroides_sp_CAG_144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12866	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteroides_sp_CAG_443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.42319	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteroides_sp_CAG_530	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.86274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25009	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteroides_sp_CAG_598	0	0	0	0	0	0	0	0	0	0	0	1.15027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.40142	0	0	0	0	0	0	0	0	0	0	0.00343	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.01434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteroides_sp_CAG_633	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.66889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
