Method,Optimal_Features,Optimal_AUC,AUC_Std,Reduction_Ratio
Lasso_Selection_NN_Eval,30,0.8000611656537323,0.052538033380433516,45.45454545454545
FClassif_Selection_LR_Eval,20,0.7883263207106124,0.043063991170567785,63.63636363636363
RF_Selection_NN_Eval,55,0.7769537946080722,0.047125174077478627,0.0
RF_Selection_Attention_Eval,30,0.7719615864110956,0.07942504151030562,45.45454545454545
MutualInfo_Selection_RF_Eval,55,0.6783594358734613,0.048066000420684894,0.0
