#mpa_vOct22_CHOCOPhlAnSGB_202212
#clade_name	relative_abundance
d__Bacteria	100.00000999999999
d__Bacteria;p__Firmicutes_A	76.32010999999999
d__Bacteria;p__Actinobacteriota	12.25121
d__Bacteria;p__Proteobacteria	5.64874
d__Bacteria;p__Firmicutes_C	1.3245000000000002
d__Bacteria;p__Firmicutes	3.9840100000000005
d__Bacteria;p__Bacteroidota	0.36071000000000003
d__Bacteria;p__Patescibacteria	0.10816999999999999
d__Bacteria;p__Desulfobacterota_I	0.00256
d__Bacteria;p__Firmicutes_A;c__Clostridia	76.32010999999999
d__Bacteria;p__Actinobacteriota;c__Coriobacteriia	10.42202
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria	5.64874
d__Bacteria;p__Firmicutes_C;c__Negativicutes	1.3245000000000002
d__Bacteria;p__Firmicutes;c__Bacilli	3.9840100000000005
d__Bacteria;p__Actinobacteriota;c__Actinomycetia	1.8291899999999999
d__Bacteria;p__Bacteroidota;c__Bacteroidia	0.36071000000000003
d__Bacteria;p__Patescibacteria;c__Saccharimonadia	0.10816999999999999
d__Bacteria;p__Desulfobacterota_I;c__Desulfovibrionia	0.00256
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales	37.90582
d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales	10.42202
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales	32.79051
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__UBA1381	3.25575
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales	5.64761
d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Selenomonadales	1.25218
d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales	2.4433700000000003
d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales	1.22756
d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales	1.7604099999999998
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales	1.21955
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__TANB77	0.72957
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Christensenellales	0.30809
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales	0.36071000000000003
d__Bacteria;p__Firmicutes;c__Bacilli;o__Haloplasmatales_A	0.15554
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales	0.10289999999999999
d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39	0.09658
d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales	0.10816999999999999
d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Acidaminococcales	0.04967
d__Bacteria;p__Firmicutes;c__Bacilli;o__Staphylococcales	0.051320000000000005
d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales	0.04958
d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales	0.0192
d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales	0.02265
d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales	0.00758
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Tissierellales	0.00792
d__Bacteria;p__Desulfobacterota_I;c__Desulfovibrionia;o__Desulfovibrionales	0.00256
d__Bacteria;p__Firmicutes;c__Bacilli;o__Paenibacillales	0.00206
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales	0.00113
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae	37.17098
d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae	9.63181
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	32.77660999999999
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__UBA1381;f__UBA1381	3.25575
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae	5.6249
