#mpa_vOct22_CHOCOPhlAnSGB_202212
#clade_name	relative_abundance
d__Bacteria	100.00004999999999
d__Bacteria;p__Bacteroidota	20.35543
d__Bacteria;p__Firmicutes_A	63.72408999999998
d__Bacteria;p__Actinobacteriota	5.93985
d__Bacteria;p__Firmicutes_C	6.77233
d__Bacteria;p__Proteobacteria	1.4572800000000001
d__Bacteria;p__Firmicutes	1.1733099999999999
d__Bacteria;p__Desulfobacterota_I	0.56216
d__Bacteria;p__Synergistota	0.0156
d__Bacteria;p__Bacteroidota;c__Bacteroidia	20.35543
d__Bacteria;p__Firmicutes_A;c__Clostridia	63.72408999999998
d__Bacteria;p__Actinobacteriota;c__Actinomycetia	3.48266
d__Bacteria;p__Firmicutes_C;c__Negativicutes	6.77233
d__Bacteria;p__Actinobacteriota;c__Coriobacteriia	2.4571899999999998
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria	1.4283100000000002
d__Bacteria;p__Firmicutes;c__Bacilli	1.1733099999999999
d__Bacteria;p__Desulfobacterota_I;c__Desulfovibrionia	0.56216
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria	0.02897
d__Bacteria;p__Synergistota;c__Synergistia	0.0156
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales	20.35543
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales	26.608900000000002
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales	32.89326999999998
d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales	3.48266
d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Acidaminococcales	4.59844
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Christensenellales	2.22435
d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales	1.28353
d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales	2.4571899999999998
d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Selenomonadales	0.89036
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__TANB77	1.04406
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales	0.80383
d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales	1.0582399999999998
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales	0.62448
d__Bacteria;p__Desulfobacterota_I;c__Desulfovibrionia;o__Desulfovibrionales	0.56216
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__UBA1381	0.37427
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales	0.57604
d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales	0.10276
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__RF32	0.02897
d__Bacteria;p__Synergistota;c__Synergistia;o__Synergistales	0.0156
d__Bacteria;p__Firmicutes;c__Bacilli;o__Haloplasmatales_A	0.00698
d__Bacteria;p__Firmicutes;c__Bacilli;o__Staphylococcales	0.00533
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales	0.00178
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Eubacteriales	0.00142
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae	17.73067
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae	10.03731
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	32.84236999999998
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae	8.07196
d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae	3.48266
d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae	4.59844
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae	8.01081
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Christensenellales;f__CAG-74	2.08444
d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Dialisteraceae	1.20838
d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae	1.9711699999999999
d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Selenomonadales;f__Selenomonadaceae	0.89036
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__TANB77;f__CAG-508	1.04406
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae	1.96766
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae	0.80383
d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Coprobacillaceae	0.9441399999999999
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae	0.62448
d__Bacteria;p__Desulfobacterota_I;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae	0.56216
d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae	0.48602
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae	0.51087
