#mpa_vOct22_CHOCOPhlAnSGB_202212
#clade_name	relative_abundance
d__Bacteria	99.99999
d__Bacteria;p__Firmicutes_A	84.42118
d__Bacteria;p__Actinobacteriota	7.98016
d__Bacteria;p__Firmicutes	4.9773
d__Bacteria;p__Firmicutes_C	0.75197
d__Bacteria;p__Bacteroidota	1.5183200000000001
d__Bacteria;p__Patescibacteria	0.18386
d__Bacteria;p__Proteobacteria	0.09639
d__Bacteria;p__Desulfobacterota_I	0.06938
d__Bacteria;p__Fusobacteriota	0.00143
d__Bacteria;p__Firmicutes_A;c__Clostridia	84.42118
d__Bacteria;p__Actinobacteriota;c__Coriobacteriia	6.51368
d__Bacteria;p__Firmicutes;c__Bacilli	4.9773
d__Bacteria;p__Actinobacteriota;c__Actinomycetia	1.46648
d__Bacteria;p__Firmicutes_C;c__Negativicutes	0.75197
d__Bacteria;p__Bacteroidota;c__Bacteroidia	1.5183200000000001
d__Bacteria;p__Patescibacteria;c__Saccharimonadia	0.18386
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria	0.09639
d__Bacteria;p__Desulfobacterota_I;c__Desulfovibrionia	0.06938
d__Bacteria;p__Fusobacteriota;c__Fusobacteriia	0.00143
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales	46.58846
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales	31.822060000000008
d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales	6.51368
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__UBA1381	4.01665
d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales	3.95846
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales	1.99289
d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales	1.4500300000000002
d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Selenomonadales	0.71606
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales	1.5183200000000001
d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales	0.9694199999999998
d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales	0.18386
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales	0.09452
d__Bacteria;p__Desulfobacterota_I;c__Desulfovibrionia;o__Desulfovibrionales	0.06938
d__Bacteria;p__Firmicutes;c__Bacilli;o__Staphylococcales	0.049420000000000006
d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Acidaminococcales	0.03591
d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales	0.01545
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales	0.00187
d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales	0.00143
d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales	0.001
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Tissierellales	0.00112
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae	34.321329999999996
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae	11.29327
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	31.802500000000006
d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae	6.23336
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__UBA1381;f__UBA1381	4.01665
d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Coprobacillaceae	3.92689
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Peptostreptococcaceae	1.3006900000000001
d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae	1.01475
d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Selenomonadales;f__Selenomonadaceae	0.71606
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae	1.347
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae	0.8756700000000001
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae	0.6922
