#mpa_vOct22_CHOCOPhlAnSGB_202212
#clade_name	relative_abundance
d__Bacteria	100.00001999999999
d__Bacteria;p__Actinobacteriota	47.939930000000004
d__Bacteria;p__Firmicutes_A	45.176570000000005
d__Bacteria;p__Firmicutes	5.209439999999999
d__Bacteria;p__Proteobacteria	0.8233699999999999
d__Bacteria;p__Firmicutes_C	0.3474
d__Bacteria;p__Bacteroidota	0.36208999999999997
d__Bacteria;p__Desulfobacterota_I	0.12451999999999999
d__Bacteria;p__Patescibacteria	0.016700000000000003
d__Bacteria;p__Actinobacteriota;c__Coriobacteriia	21.08708
d__Bacteria;p__Firmicutes_A;c__Clostridia	45.176570000000005
d__Bacteria;p__Actinobacteriota;c__Actinomycetia	26.85285
d__Bacteria;p__Firmicutes;c__Bacilli	5.209439999999999
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria	0.8233699999999999
d__Bacteria;p__Firmicutes_C;c__Negativicutes	0.3474
d__Bacteria;p__Bacteroidota;c__Bacteroidia	0.36208999999999997
d__Bacteria;p__Desulfobacterota_I;c__Desulfovibrionia	0.12451999999999999
d__Bacteria;p__Patescibacteria;c__Saccharimonadia	0.016700000000000003
d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales	21.08708
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales	39.19418
d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales	26.8322
d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales	4.6472
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales	2.81555
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales	2.6409499999999992
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales	0.80548
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__UBA1381	0.40563
d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Acidaminococcales	0.3474
d__Bacteria;p__Firmicutes;c__Bacilli;o__Haloplasmatales_A	0.12529
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales	0.36208999999999997
d__Bacteria;p__Desulfobacterota_I;c__Desulfovibrionia;o__Desulfovibrionales	0.12451999999999999
d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales	0.3317
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Christensenellales	0.10916
d__Bacteria;p__Firmicutes;c__Bacilli;o__Staphylococcales	0.10525000000000001
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales	0.01789
d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales	0.016700000000000003
d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales	0.01839
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Tissierellales	0.011099999999999999
d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales	0.00226
d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae	15.89104
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	39.19418
