Method,Optimal_Features,Optimal_AUC,AUC_Std,Reduction_Ratio
Lasso_Selection_NN_Eval,15,0.8084572230014023,0.051342368541401076,72.72727272727273
FClassif_Selection_LR_Eval,20,0.7850257129499767,0.05124871752288256,63.63636363636363
RF_Selection_NN_Eval,45,0.7791487455197131,0.05042787767862084,18.181818181818183
MutualInfo_Selection_RF_Eval,55,0.6562761025401278,0.05391514099940176,0.0
