Method,Optimal_Features,Optimal_AUC,AUC_Std,Reduction_Ratio
Lasso_Selection_NN_Eval,30,0.8028630980208821,0.04541982167025889,45.45454545454545
RF_Selection_NN_Eval,30,0.8006736013713572,0.04691488082636293,45.45454545454545
FClassif_Selection_LR_Eval,35,0.791446937821412,0.03978247918306037,36.36363636363637
MutualInfo_Selection_RF_Eval,55,0.6844296400187002,0.025018125593584482,0.0
