Method,Optimal_Features,Optimal_AUC,AUC_Std,Reduction_Ratio
Lasso_Selection_NN_Eval,20,0.6628101400028078,0.024235560434390048,80.95238095238095
FClassif_Selection_LR_Eval,12,0.6523737729258595,0.028181650542358192,88.57142857142857
RF_Selection_Attention_Eval,35,0.6500206430685427,0.019582671450075608,66.66666666666666
RF_Selection_NN_Eval,95,0.6071222064826675,0.0421198946296935,9.523809523809524
MutualInfo_Selection_RF_Eval,105,0.585534950652293,0.030909309984835886,0.0
