,ACC0105,ACC0138,MiREL002,MiREL007,MiRES013,MiRES002,ACC0194,ACC0038,ACC0002,MiREL011,ACC0070,ACC0101,MiREL018,ACC0061,ACC0049,MiREL006,ACC0166,ACC0177,MiREL014,MiREL016,MiRES011,MiREL013,ACC0115,MiRES003,MiREL020,ACC0014,ACC0134,MiREL019,ACC0119,ACC0113,ACC0062,ACC0135,ACC0118,MiRES008,ACC0127,MiRES005,ACC0031,ACC0160,MiREL005,MiRES001,MiRES012,ACC0158,ACC0085,MiRES009,MiREL008,ACC0191,MiREL009,MiRES010,MiREL015,MiREL003,ACC0020,MiREL001,MiREL010,ACC0097,ACC0189,ACC0088,ACC0027,ACC0136,MiREL012,ACC0077,ACC0050,ACC0121,ACC0108,ACC0092,ACC0114,ACC0035,ACC0162,ACC0098,ACC0157,ACC0102,ACC0093,ACC0037,ACC0110,ACC0159,ACC0012,ACC0072,ACC0142,ACC0147,MIRES001,ACC0199,ACC0261,MiREL017,ACC0192,ACC0034,MiRES004,ACC0197,ACC0141,ACC0013,MIRES007,ACC0004,ACC0104,ACC0265,ACC0131,MiRES007,ACC0107,ACC0056,ACC0083,ACC0036,ACC0163,ACC0164,ACC0074,ACC0080,ACC0204,ACC0078,ACC0066,ACC0169,ACC0008,ACC0032,ACC0103,ACC0190,ACC0047,ACC0016,ACC0065,ACC0021,ACC0133,ACC0184,ACC0087,ACC0167,ACC0054,ACC0259,ACC0009,ACC0125,ACC0096,ACC0023,ACC0048,ACC0052,ACC0149,ACC0154,ACC0079,ACC0057,ACC0064,ACC0174,ACC0089
MiREL016,0.5652891624878699,0.4979163886705172,0.5245466553545016,0.5424192415167277,0.42172334421275043,0.5180099952378743,0.5469894112453607,0.4569527619301478,0.535485182505584,0.5333609574777679,0.4202023338551549,0.6036705090335118,0.36138949814401533,0.49920557885832173,0.3127202691679069,0.39794472232103484,0.47739684147734773,0.4020705875200263,0.5356611791693475,0.0,0.737949756895225,0.4640812540447924,0.4172852501717949,0.2763051562585166,0.4824141003423354,0.4253257828920861,0.6249665646839628,0.4911481842856941,0.34582331843696795,0.5130603897028863,0.4696021977583394,0.44114503510158043,0.5993290181704992,0.4614442034652443,0.4175227109942759,0.5851354355222588,0.5324882646833559,0.5023929505827747,0.5383426328738797,0.5610096001191336,0.7767270114512007,0.34380530948506266,0.5981600506593157,0.3246559611133942,0.48496442517563104,0.5703486096155655,0.46328812341858766,0.42370217942841754,0.4540206734738094,0.5575122363946273,0.42827664416333056,0.5104501503524284,0.3267550045022345,0.5432814731810384,0.46504383891568485,0.5924234682568743,0.48300228239007975,0.35803978795160163,0.42574994824744145,0.5033522761597776,0.5063375095589852,0.5110799206661434,0.33428266424350966,0.5386829366920002,0.42864351927030764,0.5248865802210659,0.5097394573136473,0.5352719457576303,0.4594671886435549,0.532691865177494,0.5919121354303619,0.39568089319699545,0.4848792959811934,0.5191088146402101,0.4256805733209298,0.46138645618061874,0.5538033218577035,0.45986393777458767,0.5933210446397347,0.48423588393494493,0.5077120626384727,0.4147665330722837,0.7378392478199189,0.5441146049372397,0.4568629624593439,0.4173684803896558,0.30834103970737675,0.4913927586965664,0.5182161510896065,0.4511220239700464,0.5850491368546502,0.459750034828341,0.553658669247421,0.617792803534478,0.49243803656676255,0.420321332342808,0.5677209460971743,0.43748980493380685,0.48237632332858893,0.4943119029500498,0.6102754269323425,0.5097454577347726,0.5731328190855742,0.5081506315888766,0.4651677837423361,0.5084421365583659,0.5606323600630557,0.5024535695184169,0.5741482413695866,0.4397513293294403,0.42947038990425374,0.4597899418435665,0.6085231907521672,0.5557047299569937,0.4846520865575262,0.4688238344391601,0.4281742386794645,0.612828070134472,0.3221691475015993,0.2979031438148156,0.43594038580082967,0.4558957898147807,0.7129821351375195,0.41703793693900265,0.6851971884461543,0.5782035237965386,0.3077896013794897,0.5320216914468178,0.5050476845015637,0.41453210685550196,0.5317099684233197,0.4730691735672339,0.5432571247731277
MiRES011,0.6968080894069989,0.6426179194441476,0.6439750911303961,0.646053194764638,0.6878928047364673,0.7690967544055094,0.678790756382093,0.6375804661918169,0.6320555948296289,0.6924406929378376,0.6121176823792315,0.5673958870849887,0.6762995897726477,0.5989643494657105,0.68656929551447,0.7227029291797993,0.7915345465693461,0.6612944108060552,0.724727675977147,0.737949756895225,0.0,0.628691850061811,0.6933564988579038,0.6732502130333453,0.6600050660846952,0.6787830603513617,0.5736048677302671,0.6567393020587728,0.6585768556716879,0.5918740761948799,0.6481999727409059,0.7466223894768589,0.6801986017376987,0.5909131217967287,0.6807603595029165,0.5601825063181908,0.5960270829291662,0.6674469333009349,0.7001523767998438,0.6179020289209628,0.5001512052342606,0.6905274964046209,0.5123509102782005,0.6705022201680323,0.545587315437518,0.6369045076475764,0.7663584501268693,0.7186897730086561,0.6636375475494134,0.4007720766433488,0.6976407896247072,0.7434106159508901,0.7039758177867812,0.6553164312555145,0.6073354249330581,0.48831849895490165,0.619246494757269,0.7099270330177009,0.7336385309888218,0.6733003123622612,0.5835104275024827,0.7152191571724469,0.7154282450009248,0.7011712842323377,0.5551168949138553,0.6530620333653253,0.5874034988131844,0.7297038796817472,0.6351299135466538,0.6645820620881397,0.4857460878889419,0.708101230076304,0.6211757347734025,0.6324255011964164,0.6299513548753236,0.6265242202020666,0.6264753168546872,0.7300458156979069,0.5805193104972839,0.6663976270859233,0.6089035658077553,0.7407907040005424,0.7851321775831444,0.6444370222415562,0.7148126899238529,0.7651201908930353,0.7173401422999973,0.47656192753264937,0.5759845775744818,0.6987902409514801,0.763442186572007,0.6934268822607561,0.5790279658580447,0.5008352908688979,0.7395357301635753,0.5952940815169739,0.7143875323991521,0.6596275443120232,0.6725548326789639,0.6771318421064708,0.6345010998140298,0.6443213539192458,0.5922139564350566,0.7563209508392413,0.6837724190803343,0.6750188597983938,0.5842046264420817,0.5752316421245078,0.5912211974151778,0.6485690751024074,0.7269177946557737,0.688056523196008,0.44962884510327394,0.7072570287560077,0.712661013815988,0.7203588807707167,0.6383109814754757,0.6401991239478401,0.7384181743703073,0.6653724230985952,0.6049586142799257,0.5537944912169378,0.5821315211447853,0.699792003374705,0.5553382734263432,0.5723827259596397,0.6969248236538704,0.6429958394626252,0.6091696938287601,0.7661575537831962,0.5974573713072499,0.6953500411259759,0.6282519726453102
MiREL013,0.551762153319667,0.2702315763985319,0.43418065047954857,0.3457276561491447,0.4687439963584431,0.5369262530498845,0.47412748749910694,0.40670175321091645,0.5324843516377764,0.6541272878020593,0.3472199454551615,0.37881466568319866,0.47472518112459916,0.38428210657352263,0.45784394130044576,0.4363014013688693,0.46472184150607376,0.418222038053388,0.54525935345209,0.4640812540447924,0.628691850061811,0.0,0.3680123925967853,0.4638592794135306,0.3232438000694729,0.529332322434945,0.3952394996085142,0.53950702972185,0.4634200385299047,0.3068135384979952,0.31577018707413324,0.49154693145235956,0.5276417517048452,0.418656809507308,0.4467527751455169,0.3580668960862774,0.4659131226426576,0.41184152971700816,0.3752520916048063,0.4396706729022332,0.6052721981585627,0.5132161209734318,0.42765959984751034,0.5177358819216105,0.3050687852763036,0.5283114905370223,0.4974953857917596,0.5603602625172638,0.4451685194542048,0.45527789972178756,0.5980598112390418,0.6853751004845288,0.41537445979399445,0.4437629335559456,0.43016746445774146,0.4115304791976656,0.2937217633336339,0.47967743802152935,0.640884479531931,0.40870963068815097,0.4260059085911943,0.41191055312230246,0.46478712200266625,0.41561915362528246,0.5176002782428559,0.37197041964748095,0.4443023786763111,0.524091616861988,0.33717286821337766,0.42561776015466474,0.49812461728998497,0.5757345493992118,0.4159561058221455,0.4817169144896191,0.29998120553020596,0.4378172097791801,0.3009369748372255,0.6548557948664265,0.44546765320222675,0.3457259845950384,0.3670159211562866,0.487629208705864,0.7386287282838857,0.48321736021848943,0.4614806081736651,0.5151383470509437,0.5403977370984597,0.3860102629218553,0.32103740709725864,0.43458894406138227,0.4939707483659231,0.3752270521185672,0.4949761107813947,0.42275673326368307,0.4377812047331318,0.3380830575935324,0.5208527571556663,0.34875335205259345,0.32687272389794986,0.46584577582817654,0.6034786774526323,0.35102316142784745,0.3925678982227048,0.49007989270614194,0.6122275288423251,0.33001291168213476,0.4536783606126394,0.2949803123189323,0.4133301350329438,0.3000411468970515,0.49388167199837973,0.3536114045484304,0.4917380650498381,0.4597506827787122,0.42318413550079714,0.47981967419830696,0.4045865308640453,0.688166857551314,0.42235382921065473,0.46195628957989404,0.40625865816209245,0.41371927459947583,0.6545509509627064,0.5775188181737677,0.45712676406046127,0.36606107116459075,0.4327226437029622,0.31215515221127005,0.2904530808359419,0.5297502838640407,0.33503013862487463,0.3975469612361562,0.45005661650065654
ACC0115,0.4934954336728584,0.3143349654403254,0.41746087205803495,0.44393128343068694,0.4244064149093423,0.44619103426078305,0.4219494472230396,0.42475318614837865,0.5614038135713626,0.6193241184713241,0.3435072775667053,0.4694132126135597,0.32551207040497804,0.336021209121552,0.3550851118789799,0.30126489116037103,0.45084995375745357,0.3128630945567912,0.49450574422465937,0.4172852501717949,0.6933564988579038,0.3680123925967853,0.0,0.3612736049006054,0.3600702206803142,0.4851222468155203,0.4945085230043951,0.4943713012330459,0.34771129176245785,0.3002649184401586,0.23996547488814096,0.4350557406885947,0.5384168913148993,0.33562559132166964,0.30858479287717816,0.47348251428449906,0.4747396304537134,0.4345475369597017,0.29829371165088586,0.40321735017267984,0.7327067954823392,0.5030768609986774,0.5435525785968541,0.4740076269983576,0.4041516761884928,0.5047866401174969,0.40708901578247764,0.4793714290129435,0.3726392637024925,0.4567511469522772,0.5782855103355832,0.6149269322813197,0.3030064450792491,0.3387507001341047,0.47762677566297224,0.5004720640970863,0.3341669166273185,0.3827952483055597,0.5523001166004642,0.35153358878472724,0.4409135324715776,0.3135641988245814,0.3045146945604816,0.4875456874262389,0.4351081275329125,0.3916629496725538,0.4800592739924055,0.5043880355944601,0.3803237371610706,0.4818987810701381,0.5156220400080673,0.4934712652911684,0.3072746677242009,0.5101141475717056,0.37686275998324154,0.3923462340144462,0.41767513680697627,0.5902284183829587,0.47167439297121927,0.38085828359183593,0.31286629688804696,0.34030271791447453,0.7467091122441771,0.4533624740555138,0.3435792803947279,0.4078827753516832,0.484250839410319,0.4272489250839358,0.39422998453661445,0.3554917123235372,0.4563247584632768,0.4294231521858573,0.5172332881475656,0.528353475309328,0.2977503155299696,0.4098378990631,0.4447026798668567,0.3288489952942859,0.2914354728586432,0.45316228878226467,0.7063675052275173,0.3414203155714852,0.4447350638544249,0.35156326105551383,0.5474250447197743,0.3381349584409004,0.49238503046037985,0.37755251176335675,0.47368709551801363,0.32178311289736583,0.35982624738862895,0.3447137559658356,0.4843828567960677,0.413217440482211,0.32339784608545685,0.4113983862368643,0.3491002154835629,0.6931536446553485,0.3726883406810425,0.3317066085065262,0.5041123138035822,0.4347952409861011,0.6244026674093744,0.4898680364393679,0.6040056832594507,0.44647203821183723,0.3726113829239572,0.3579481800815349,0.34959777837346095,0.43881345719603143,0.42716863744542105,0.3157977571732324,0.4356204298184363
MiRES003,0.5152957570433713,0.4349825699196235,0.4492445551097703,0.45480485637960016,0.3742719123691681,0.5321016903496861,0.49255051647025316,0.4020077518204831,0.5127184918591656,0.4725126539558361,0.3093725218909932,0.532776909750367,0.2898373027336855,0.42369173086502293,0.2873761274309114,0.4182650604320172,0.5415218589612079,0.32864433807762927,0.49221314645132075,0.2763051562585166,0.6732502130333453,0.4638592794135306,0.3612736049006054,0.0,0.4056514581624211,0.3593335344774039,0.5698717248214575,0.4391529698085638,0.2757175889516064,0.45077990743913643,0.41939305254097364,0.431340607592524,0.5395315012734803,0.3821086140890378,0.3567501850801412,0.4780866735969651,0.45895767276158284,0.45995922701025943,0.4727211327533096,0.5082171227941146,0.7029405226701677,0.3138938978425991,0.5088592882133062,0.3127411283312779,0.39441558251782405,0.5246511505124909,0.5120939472777258,0.36591074193761874,0.3654198620310244,0.4710841486485257,0.38988688070001104,0.479854104281075,0.31457331959570944,0.5099342329272835,0.3459087939384657,0.49838467050772434,0.4204144892930633,0.3999125021515062,0.4391070330943964,0.45502647047929284,0.4264390016875405,0.4510474821485251,0.32896619006411965,0.4932813508601472,0.3244824254497216,0.4374706174510108,0.42592634878617647,0.4786744505243628,0.4338669347407733,0.43809875081483646,0.49848184465541057,0.38032185174868016,0.4414880149973042,0.46270849822953686,0.34839894971377056,0.34971208896289446,0.48885333362799815,0.48231755776127655,0.5288405863039852,0.4334213361550996,0.4479040820653888,0.42409293725983804,0.731157255408564,0.4420979137579065,0.4550295049822644,0.45635579236492807,0.35332299903893644,0.4071373036518459,0.420873034120994,0.41280338220149115,0.5643140681353934,0.45923316095686156,0.5056850221670154,0.5043430101006443,0.4256890116772684,0.37448077792519585,0.5044743153671671,0.35158192450293146,0.43080837186598203,0.4502041342956338,0.5388160988976408,0.4632791182817012,0.5099858282208126,0.5183867424606292,0.3913258651495906,0.46131805902026546,0.4646020466498612,0.41146294268679107,0.4976896223146605,0.38433212448438164,0.4334518631536492,0.4197510450682356,0.5189799219833258,0.5296949218761615,0.4530495689089551,0.4650229347499981,0.32996624439025285,0.5034500347391163,0.3394149313823146,0.2336139847538941,0.33227654194560075,0.34798871658332164,0.6539441313927412,0.3820197279636832,0.6224781726140743,0.5263552041741173,0.2808947658046185,0.47637128216234154,0.4478600935499654,0.47152617744340747,0.47385241337716827,0.4453192000515218,0.4614134377189996
MiREL020,0.5592494457230632,0.30406527611194123,0.44850132515078406,0.40714533856778157,0.3733509602633367,0.48133978584756054,0.4767922864423665,0.36803324640690266,0.5773751811155279,0.6872345298352801,0.38654226099634875,0.41022839926095744,0.4489307747836852,0.40894308771000204,0.4482642416430823,0.3731600856780819,0.4067775784394434,0.3949382453672266,0.5519918612703227,0.4824141003423354,0.6600050660846952,0.3232438000694729,0.3600702206803142,0.4056514581624211,0.0,0.5695213189748408,0.4496521676099453,0.5148849474425137,0.45977401186421835,0.3441598233071803,0.3342969608735343,0.4150451244018786,0.4914285628272452,0.372517090374793,0.44053246577408256,0.38875982427950073,0.4459091712697143,0.3790102363265635,0.34332773129475186,0.4032555667917567,0.6658816619665385,0.5287769866781759,0.49403496484941867,0.4928273385374683,0.41760466601072244,0.4856624850998223,0.4582842570327577,0.560904609509455,0.5007258329574933,0.48327982854336393,0.626407747186984,0.6969145202394018,0.4158651122574661,0.4242159500389444,0.47532360045344135,0.42546889570771074,0.34814781610418893,0.4404622288056202,0.6647586111378576,0.3848860297646845,0.41193833867821544,0.3469828267989726,0.40430463247825205,0.382527508110896,0.5241726618191469,0.34247955064587815,0.44497500140652785,0.4990906371963412,0.38243963456432745,0.3752301726788028,0.5160272454613843,0.5904855962700918,0.4299671666699053,0.4867876339242551,0.3883823071536881,0.4183502745491299,0.35834725631119896,0.6556893902847682,0.42369221990165035,0.31063156304567385,0.3626549233789665,0.45224995897395803,0.7248526713508211,0.4992326129509114,0.4128633616433099,0.4520688330336589,0.538077567721996,0.4305700213329697,0.3064183101581082,0.43589158823849194,0.47032529135349227,0.3490636498913187,0.4719542676047202,0.48047089297581996,0.36720910045375477,0.3698347510449201,0.46634492006521633,0.38097246810314545,0.2954970474843402,0.39815490902822115,0.6623598071533835,0.30909702758201907,0.42119565960617256,0.45985977753376034,0.6164927766399004,0.32537774891593146,0.4870321753793937,0.3448295906927064,0.4618105960884622,0.33020261325247297,0.41574937774910664,0.32355995965754414,0.5317652345721324,0.4322592127089529,0.34019604691242955,0.4551520500133493,0.42251227608714753,0.6843287744489377,0.4767752927893053,0.45627762801444044,0.5106918371131544,0.44530168346378907,0.6456738715957913,0.5684083141020282,0.5087244199054365,0.43931690538741147,0.4300973423722579,0.34657107283185073,0.35587021677225056,0.5128011041699584,0.3567945292299599,0.34726163785437875,0.4727286559880772
ACC0014,0.5366023560716046,0.5061891362303451,0.5345099347141041,0.5465245287642012,0.5503861890105678,0.5658054283420586,0.5395525855673966,0.544101600619498,0.5366131649737532,0.3381103348666352,0.37211834964829915,0.558703979502835,0.3759661250680548,0.4116783954043009,0.37228679669451376,0.5271772989749097,0.6390594086039071,0.4569096059980709,0.5123295020163806,0.4253257828920861,0.6787830603513617,0.529332322434945,0.4851222468155203,0.3593335344774039,0.5695213189748408,0.0,0.5872090029063375,0.5389727105460682,0.3018990659934068,0.5166750878003323,0.5153969399292436,0.5857873977053939,0.5945987917835625,0.500342434329949,0.42766658253506756,0.5224047620643374,0.520361664974113,0.5355586704029296,0.5433441396259242,0.5563188210131573,0.7324336518585405,0.25586783693756165,0.5827028738791374,0.37790017421869226,0.46505612638516325,0.5880718070815986,0.5547749111054329,0.43365111134268264,0.36127872556881674,0.5007309500153236,0.36522776173504157,0.4250922446126035,0.37845190150446995,0.5475121647054798,0.3817845429918436,0.5153433355386602,0.4900562893753834,0.529706787691334,0.4362487233277313,0.5135859747859624,0.555466989348498,0.5429776413622946,0.4971373797675908,0.5448390075047331,0.3643789952485691,0.5556687780301699,0.548307821673885,0.5783259025941461,0.5535246199439142,0.5972209607509223,0.546508085966659,0.3339275835523416,0.49638564445047134,0.49867904286020986,0.36417665242179703,0.44645276825240643,0.5119648493530543,0.45583830453600876,0.571026416077364,0.5422400902418584,0.48404214947814983,0.4952204480988264,0.742448775469089,0.5344624062306884,0.5438797186865691,0.5942393086065252,0.37598643971711126,0.42491158375301613,0.5066631714123009,0.46916779444434453,0.571994010219508,0.5987516518301806,0.5841054233705589,0.5733012489383428,0.5394666515038794,0.48174581060846994,0.5574290752540985,0.42343500943638435,0.537433806249726,0.5535325424888462,0.5496350682181085,0.5088963643035535,0.5601541800640331,0.5450586461528215,0.38612299621322627,0.5536896882421589,0.5033487181832422,0.48385259927549623,0.5152024823107879,0.4510929506838438,0.5662861773134819,0.5177566035836707,0.49964017966443824,0.5768474023564765,0.5390100615606047,0.4959781370010086,0.4109934287197419,0.5546475118712954,0.303055273347918,0.35273955046378247,0.3533650804847516,0.36633713525256617,0.6856047922462649,0.40674485913765523,0.6202102645410416,0.5938326726718899,0.36843100442840043,0.5034257945632247,0.5292433774987779,0.59200347132285,0.5537140500690522,0.5579488657407987,0.48941999668637687
ACC0134,0.5596921335957877,0.40128747118203767,0.5141787427921322,0.38851431131807296,0.6067825667779674,0.6240269552767486,0.4978919002877446,0.5017610095850434,0.5506069411018911,0.6810494914589751,0.41773173457082974,0.361528515104156,0.5792559328615579,0.5091481560701121,0.5253144541338011,0.5261737988550039,0.6403355971861908,0.5210543277199187,0.6113750104926922,0.6249665646839628,0.5736048677302671,0.3952394996085142,0.4945085230043951,0.5698717248214575,0.4496521676099453,0.5872090029063375,0.0,0.5951347053412621,0.501164302315072,0.40520418994337093,0.45840359609210973,0.6098997492456255,0.4744755072522956,0.49717749923881854,0.5120161792097859,0.3703304735470226,0.49789119874829046,0.4734070115347029,0.43363036107114455,0.4481194844813373,0.5242286564368799,0.6003204256261168,0.34942855594122463,0.6097326236121213,0.37706902331544984,0.5708045803792556,0.6211782365102041,0.5858243856337869,0.47109113865212654,0.4909158598331015,0.6585256142259016,0.717658914720262,0.5505000279804606,0.5302452025351345,0.442690984714881,0.34772360266294733,0.34842022717615556,0.6395572756895181,0.6751280979186346,0.44245025924862685,0.4775811849711073,0.5128975920126264,0.5903737842938506,0.45403452405583483,0.5329550899213004,0.41975659042406194,0.3923848665698771,0.5826832637099643,0.41550484508019536,0.5174101670338871,0.46743649998725684,0.5931815973356566,0.5026255096895068,0.5271727622878708,0.43211243049161985,0.42983467339042236,0.38867391075381275,0.6527958640010919,0.42741506970716614,0.4588865921133234,0.4788537805558471,0.6033890914732511,0.7599897113472858,0.5480179703715596,0.5441170034325227,0.6298820070682635,0.6014174442964155,0.449158040385214,0.3711103466929418,0.49193933954065006,0.6191087897858999,0.5069455484511928,0.5206757153147502,0.35752795435860485,0.5142029618920531,0.4001135580648904,0.5661694413068757,0.46422930599763296,0.3894579138909763,0.5533920010567305,0.6500757995909087,0.43818784146250545,0.38831015244084205,0.5408044964911873,0.629790176926318,0.45623314793611025,0.4095514463850871,0.40357712061054346,0.3468345692849187,0.43279359647281884,0.5719215709917689,0.48754132340099265,0.4789613092935665,0.5009396703511,0.5071223827765255,0.574315522122093,0.41850787698172337,0.7057311525731035,0.5854051566955053,0.5578658238717787,0.4703543902884498,0.45690798180492215,0.6650679505436291,0.5826752180973962,0.3587531018100285,0.32844360065288725,0.5778031961787043,0.39435266341960307,0.3518740786090724,0.6568696453534233,0.31519241555268634,0.5236577195347332,0.43968620663654884
MiREL019,0.44934261194198905,0.5088376314179133,0.4280503821048429,0.5566241402144654,0.40770089287671435,0.497934660305739,0.5135259459097492,0.46208131891173726,0.5451183943149734,0.5922232866717404,0.4605701794876622,0.584588846830282,0.4872961196876605,0.46854116262161616,0.42671265134805103,0.4849343241969593,0.598498100640378,0.46259102667038315,0.5155526915952492,0.4911481842856941,0.6567393020587728,0.53950702972185,0.4943713012330459,0.4391529698085638,0.5148849474425137,0.5389727105460682,0.5951347053412621,0.0,0.4784325404106183,0.5439072905448801,0.5189552949085274,0.5120142067904724,0.5168851136166533,0.48855949702203155,0.4796672878191823,0.5236864035289397,0.48342875449728423,0.553786376452995,0.5731705039117284,0.4830945065174336,0.7239736705433797,0.4979058958644675,0.5238428475562913,0.4777728808480083,0.4909721103035602,0.4468721604635259,0.5934459891333679,0.48234230674728945,0.49199327917313795,0.5245024371837296,0.5030271886217409,0.5920337369705165,0.5220539947441079,0.5136269149359677,0.5132218472019309,0.5226511878016135,0.5084900255842297,0.5092511828340227,0.5438898500290804,0.5288058027506508,0.45012149828698006,0.5580862462881468,0.4308996610557157,0.5483512880462508,0.45431320073098985,0.5000611535678516,0.5227742499022167,0.5510546476456343,0.5247109958222418,0.5032588166538695,0.5232148865992552,0.5555526549629277,0.4893072872656808,0.4391182159699659,0.4897914471038094,0.46748291141360837,0.48084953898158683,0.6029686711989402,0.5006916048910457,0.5564772883454855,0.5061779089741024,0.5219243731227754,0.5883867029704644,0.4039537156623164,0.4771192415153074,0.5623502547688308,0.4275680890438642,0.5444129910164532,0.49820456109236694,0.48786039146244303,0.5869682054038113,0.5501885201997814,0.49127245567858563,0.5314518614978183,0.5393491080059293,0.41897719717862797,0.4675855054213046,0.4847740219392373,0.5409262725582483,0.5291776521062573,0.5674077801405192,0.5209254119235515,0.5446965205289793,0.5686807304654976,0.45623286873567376,0.5404772113162047,0.48743426364790293,0.48205287704406696,0.5430667256872639,0.4536880887900947,0.4581989671686539,0.5221097678495354,0.5420805245271183,0.4185522826362779,0.5247932359240866,0.49841407682782435,0.4864311650152533,0.6550820843060974,0.5254748769114712,0.4808898412020879,0.5108549895889218,0.4943739869978836,0.5948308284356724,0.47505175977009195,0.6015631017255666,0.581508435141767,0.4882245216425965,0.5809663580017239,0.531001285649337,0.5468487996874194,0.4995635274056669,0.5022113319276957,0.5112937518716992
ACC0119,0.5078576093668484,0.39319587512681237,0.4634555027356199,0.4849475526921468,0.49077201022477024,0.576308869966189,0.4455540065394782,0.4784961433834763,0.48404663397898,0.4009012196484141,0.27211923387280473,0.5098553388787416,0.28803317679532464,0.39606822166119826,0.20490723856361218,0.44134813954940194,0.6026301868373097,0.35521214563079756,0.4844650556412051,0.34582331843696795,0.6585768556716879,0.4634200385299047,0.34771129176245785,0.2757175889516064,0.45977401186421835,0.3018990659934068,0.501164302315072,0.4784325404106183,0.0,0.4223426138007181,0.3991964423802434,0.5590555526555124,0.5483052092892394,0.43688753883262793,0.31878742942945626,0.4885037897813341,0.4644090778976491,0.5196858400082347,0.4502427194728847,0.44219594485935665,0.707271299564034,0.2958004134521158,0.5278394410155878,0.33270304527560596,0.357442336670487,0.5426604342148064,0.5587596269725311,0.36063308947779704,0.2877010354226186,0.4386777782882531,0.3582395738657827,0.40045697592004675,0.29590611210265605,0.5120752062438301,0.3334736985261579,0.46785886666629395,0.3946992197024428,0.49704622220838707,0.363779200614898,0.438228991347188,0.4564222837669198,0.4829722678011246,0.3948448127640338,0.5410821214975663,0.27609118935262456,0.4364835234198895,0.5012012616422492,0.5072543320756021,0.4802908733113675,0.5282863588516945,0.46651419553877094,0.2787544897037178,0.4207625235851814,0.4807756918819775,0.2979273342849607,0.3414903680230501,0.4505429847992707,0.39809924009814296,0.47168789176966275,0.4847372110704348,0.4062255564538505,0.4948982888594787,0.759078503407444,0.45524797455417804,0.5034717953221327,0.5552559948817803,0.3132139622724475,0.33506756300023616,0.43171417099142567,0.38046581545100494,0.593720410747013,0.5367454642786185,0.5271793089744427,0.5071152839925686,0.4765702798461804,0.35147652024370224,0.49934962468657396,0.32072216282565813,0.4093061279726968,0.5621886372571455,0.5271027845621216,0.4247825510436411,0.44056049764398114,0.4998118472582049,0.342765087631137,0.4509168132150156,0.43207349622146457,0.41146996620185156,0.4567557732491794,0.35005526788117075,0.49455390576535935,0.4596753004469112,0.44972342872715115,0.5025663251657537,0.4552987114434058,0.4734894079558171,0.29070178446053846,0.5299186290721919,0.3274771282150383,0.24612257230920395,0.3351185677959505,0.2827364974555639,0.6511859247233437,0.3579464625337942,0.5747519030798202,0.49458002588233874,0.290966415486613,0.466813262041832,0.4122763964454476,0.5777284527656497,0.432481891738452,0.4380943689566846,0.4381902404652589
ACC0113,0.5606603005823992,0.2727918260753639,0.39875972358511835,0.4036524036222884,0.49043191186353763,0.5309768259634151,0.4465461976510738,0.40864584204240095,0.5353427143562821,0.6499786802620359,0.3339712543689837,0.38352322351553003,0.3747138441396293,0.3423596754641441,0.43891939520646117,0.4230978392708117,0.5139308803473993,0.33770593308579544,0.538596977295106,0.5130603897028863,0.5918740761948799,0.3068135384979952,0.3002649184401586,0.45077990743913643,0.3441598233071803,0.5166750878003323,0.40520418994337093,0.5439072905448801,0.4223426138007181,0.0,0.2880530034332769,0.4981651278941084,0.5019266483468138,0.3357354355270475,0.39576657423229955,0.36101722795780156,0.41150821849346747,0.39990827627737524,0.32770746015780905,0.34822429088392554,0.5968874512207937,0.5063788196158174,0.4324669980816219,0.5169196100452182,0.36272725010491863,0.47014010468451845,0.49428134524338063,0.533211591775893,0.42550846005395804,0.37780885215318766,0.6128586243217993,0.6853152641836922,0.39157746589240877,0.32505821577885663,0.4551887831208757,0.4174103379493046,0.3077345586185247,0.4825069010157072,0.6437963147363565,0.37713252583642803,0.3544938690457048,0.3911534436486192,0.46225152216821913,0.4426464773004522,0.41216554437610986,0.3505378154111552,0.41299948675986586,0.5095477692205561,0.35662788193350736,0.4231587673825805,0.49927895811117773,0.543183100815597,0.31807715228854816,0.5250528396960848,0.36662509858300335,0.40487207994778524,0.33089005902286756,0.6584680409360422,0.37429691683696054,0.3425779230273333,0.24250337480577622,0.4696673958479207,0.7419474945762228,0.4605458885768705,0.4376614758407581,0.48734477303154955,0.5552118051730239,0.39972452086550603,0.29860460615348144,0.4111351911803063,0.5055804282871391,0.4045756610265004,0.43987010237107604,0.4579643566654698,0.38447045334507207,0.39397881888319786,0.46756611240556606,0.3595431748508349,0.2897748296975114,0.4304740472391765,0.6692915533186038,0.2984214748999304,0.38270834719683205,0.4479978644078158,0.6026688779247503,0.31983524331953445,0.4778510531774626,0.3047242535939593,0.42231058719261144,0.34056650039303976,0.44877081184974943,0.37178005766589595,0.4327233249429975,0.4169624430200156,0.3704944655784136,0.48114031760366516,0.3755165956713597,0.6817276751079459,0.44757146890099686,0.3922528473333233,0.4686248712809553,0.3581415143285546,0.5666492987138358,0.5622357618389618,0.48884694522497196,0.31881145385433185,0.42735474844512744,0.25737408423036867,0.27972283957292177,0.5514490378772475,0.3963224698218217,0.3879721145355392,0.4317952367916577
