#mpa_vOct22_CHOCOPhlAnSGB_202212
#clade_name	relative_abundance
d__Bacteria	99.99997
d__Bacteria;p__Firmicutes_A	75.89453
d__Bacteria;p__Actinobacteriota	16.01726
d__Bacteria;p__Firmicutes	3.1544800000000004
d__Bacteria;p__Bacteroidota	3.872550000000001
d__Bacteria;p__Proteobacteria	0.48942
d__Bacteria;p__Firmicutes_C	0.38179
d__Bacteria;p__Desulfobacterota_I	0.13728
d__Bacteria;p__Verrucomicrobiota	0.04866
d__Bacteria;p__Patescibacteria	0.004
d__Bacteria;p__Firmicutes_A;c__Clostridia	75.89453
d__Bacteria;p__Actinobacteriota;c__Actinomycetia	12.34367
d__Bacteria;p__Firmicutes;c__Bacilli	3.1544800000000004
d__Bacteria;p__Actinobacteriota;c__Coriobacteriia	3.67359
d__Bacteria;p__Bacteroidota;c__Bacteroidia	3.872550000000001
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria	0.48942
d__Bacteria;p__Firmicutes_C;c__Negativicutes	0.38179
d__Bacteria;p__Desulfobacterota_I;c__Desulfovibrionia	0.13728
d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae	0.04866
d__Bacteria;p__Patescibacteria;c__Saccharimonadia	0.004
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales	50.603989999999996
d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales	12.34367
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales	23.55692
d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39	1.7994
d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales	3.67359
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales	3.872550000000001
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__TANB77	0.91574
d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales	0.62277
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales	0.46575
d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales	0.68618
d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Acidaminococcales	0.38179
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Christensenellales	0.44203
d__Bacteria;p__Desulfobacterota_I;c__Desulfovibrionia;o__Desulfovibrionales	0.13728
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales	0.32278
d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales	0.04866
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales	0.02396
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__UBA1381	0.01636
d__Bacteria;p__Firmicutes;c__Bacilli;o__Staphylococcales	0.04064
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales	0.02367
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Eubacteriales	0.012750000000000001
d__Bacteria;p__Firmicutes;c__Bacilli;o__Haloplasmatales_A	0.00549
d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales	0.004
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	49.79843999999999
