,precision,recall,f1-score,support
0,0.7931034482758621,0.5897435897435898,0.6764705882352942,39.0
1,0.5897435897435898,0.7931034482758621,0.6764705882352942,29.0
accuracy,0.6764705882352942,0.6764705882352942,0.6764705882352942,0.6764705882352942
macro avg,0.691423519009726,0.691423519009726,0.6764705882352942,68.0
weighted avg,0.7063764497841577,0.6764705882352942,0.6764705882352942,68.0
