,precision,recall,f1-score,support
0,0.8205128205128205,0.8205128205128205,0.8205128205128205,39.0
1,0.7586206896551724,0.7586206896551724,0.7586206896551724,29.0
accuracy,0.7941176470588235,0.7941176470588235,0.7941176470588235,0.7941176470588235
macro avg,0.7895667550839964,0.7895667550839964,0.7895667550839964,68.0
weighted avg,0.7941176470588235,0.7941176470588235,0.7941176470588235,68.0
