#mpa_vOct22_CHOCOPhlAnSGB_202212
clade_name	SCD66_metaphlan	SCD67_metaphlan	SCD68_metaphlan	SCD69_metaphlan	SCD70_metaphlan	SCD73_metaphlan	SCD72_metaphlan	SCD82_metaphlan	SCD75_metaphlan	SCD76_metaphlan	SCD77_metaphlan	SCD83_metaphlan	SCD137_metaphlan	SCD79_metaphlan	SCD80_metaphlan	SCD84_metaphlan	SCD81_metaphlan	SCD106_metaphlan	SCD88_metaphlan	SCD91_metaphlan	SCD86_metaphlan	SCD138_metaphlan	SCD107_metaphlan	SCD90_metaphlan	SCD87_metaphlan	SCD92_metaphlan	SCD154_metaphlan	SCD93_metaphlan	SCD94_metaphlan	SCD139_metaphlan	SCD109_metaphlan	SCD129_metaphlan	SCD110_metaphlan	SCD97_metaphlan	SCD98_metaphlan	SCD99_metaphlan	SCD112_metaphlan	SCD100_metaphlan	SCD122_metaphlan	SCD101_metaphlan	SCD130_metaphlan	SCD103_metaphlan	SCD104_metaphlan	SCD140_metaphlan	SCD102_metaphlan	SCD105_metaphlan	SCD113_metaphlan	SCD145_metaphlan	SCD156_metaphlan	SCD141_metaphlan	SCD114_metaphlan	SCD115_metaphlan	SCD116_metaphlan	SCD111_metaphlan	SCD147_metaphlan	SCD142_metaphlan	SCD143_metaphlan	SCD117_metaphlan	SCD132_metaphlan	SCD124_metaphlan	SCD125_metaphlan	SCD126_metaphlan	SCD118_metaphlan	SCD119_metaphlan	SCD150_metaphlan	SCD157_metaphlan	SCD127_metaphlan	SCD133_metaphlan	SCD128_metaphlan	SCD136_metaphlan	SCD144_metaphlan	SCD151_metaphlan	SCD152_metaphlan	SCD153_metaphlan
k__Bacteria|p__Bacteroidetes|c__Bacteroidia	5.77258	0.51801	16.46186	4.55629	0.41822	1.90851	0.30697	6.88916	0.17197	0.18354	0.07506	10.9856	3.56311	0.45788	0.0	17.08755	13.59286	2.18974	2.99923	0.37091	0.61706	2.46047	0.13978	3.17978	21.81528	5.44448	0.75834	17.16573	1.44915	0.0	6.25948	15.02657	12.61162	2.18998	5.8461	2.4047	6.96432	2.97952	10.98836	0.83723	8.13928	3.87257	7.22595	3.45837	2.06847	0.9521	4.59332	13.70189	6.38162	1.13615	5.75605	3.26467	2.94629	3.55356	6.04969	35.58635	13.19389	14.96664	7.23568	5.14484	2.95506	0.0	0.6899	4.03324	19.7938	5.64101	4.2352	0.88712	6.00015	9.66188	13.65225	2.72192	2.68599	6.45216
k__Bacteria|p__Actinobacteria|c__Coriobacteriia	3.87471	9.36133	7.43901	1.15011	5.97518	5.80516	6.79387	6.54633	1.48015	8.39461	5.26291	1.34407	4.17321	0.63355	0.09926	12.19464	7.32404	13.09913	6.45954	0.40654	11.04173	5.29137	8.86812	4.78188	1.39092	8.73138	1.31711	0.84109	5.24212	0.00015	0.45425	5.26738	1.22679	2.59393	26.0439	8.54577	0.53318	0.69726	0.40676	1.37981	2.36079	6.08068	1.70704	3.33673	13.67627	1.22946	2.69352	2.359	6.91448	10.81392	4.58622	1.10745	4.70416	16.16869	5.87831	1.52292	1.76316	8.43116	6.97993	2.73323	2.9119	0.09289	12.25115	0.68934	1.36791	3.75153	0.94087	0.87564	2.74194	0.24363	1.58215	0.04496	1.59379	5.46521
k__Bacteria|p__Bacteria_unclassified|c__CFGB76763	1.7623	0.0	0.0	0.0	0.0	0.0	0.0	0.0275	0.0	0.0	0.48405	0.04138	0.19828	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25152	0.0	0.0	1.38856	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06324	0.0	1.83906	0.0	0.0	0.0	0.0	0.5745	0.0	0.0	0.42318	0.0	0.0	0.0	0.0	0.0	0.07948	0.0	0.0	0.0	0.0	0.10842	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07489	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Negativicutes	1.61977	1.52943	5.98639	0.98823	11.24222	18.28068	7.595	2.68927	1.09276	63.56469	0.09377	2.80972	4.41182	39.96334	0.05196	6.25342	3.48532	8.14077	0.84607	2.66524	0.21986	4.13419	0.2658	4.77497	45.55822	1.57213	21.97028	19.90955	27.38337	1.7316	3.00961	3.42772	35.90029	4.32276	8.27616	0.3719	22.69122	29.53535	49.06584	5.65329	1.41558	1.15452	6.77372	0.35289	7.03894	8.62174	2.78577	3.97031	2.92372	7.716	17.20972	0.21341	11.59286	2.4368	12.31522	12.04081	49.11315	1.17814	7.17166	4.28191	4.93542	1.14521	2.55747	84.29687	10.55152	4.34384	8.91631	8.02559	15.18519	0.45813	67.53602	3.66244	5.27303	28.38083
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	0.26294	3.56171	5.46152	1.07571	1.38846	0.24437	2.80281	0.89399	1.39449	0.04791	1.86253	4.60032	1.72843	0.75788	0.77677	0.12717	0.73934	3.10304	1.29954	2.06555	0.26861	0.59312	0.47686	0.16618	0.0	0.52387	0.35864	0.9545	2.10594	0.00228	1.73093	2.79558	0.0	2.01451	0.91054	2.79895	2.97791	4.03361	0.02174	0.87336	1.31682	0.60154	0.94286	0.89952	1.20544	2.10855	2.41396	1.99151	0.73241	1.89264	2.37955	4.68911	0.09848	7.96738	1.74521	4.89146	0.13105	3.88154	4.02678	1.33149	1.78894	0.85235	8.70467	0.00567	0.3136	8.87976	1.29976	1.02288	1.08477	6.87945	0.094	0.49155	0.13833	2.29917
k__Bacteria|p__Firmicutes|c__CFGB1249	0.16964	0.0	0.0	0.0	0.01445	0.0	0.00829	0.05484	0.0	0.0	0.0	0.01	0.01129	0.0	0.0	0.0	0.03829	0.0	0.0066	0.0	0.118	0.0	0.0	0.07983	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00141	0.0	0.23011	0.0	0.0	0.0	0.02227	0.0	0.0	0.00177	0.00079	0.0	0.0	0.00114	0.0	0.0	0.0	0.0	0.08574	0.00654	0.0	0.0132	0.0	0.03067	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00226	0.0	0.0	0.0	0.0	0.0	0.0	0.00221	0.0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	0.16394	0.0016	0.04302	0.0371	0.02116	0.03183	0.31253	0.8129	0.0	0.0	0.00209	0.39831	0.02442	0.22301	0.0123	0.00234	0.19271	0.00348	0.11886	0.09652	0.06433	2.34513	0.0	0.58589	0.0	0.42287	0.86861	2.85148	0.22943	0.0	0.0	0.0	1.56545	0.05098	0.23508	0.0	0.0085	0.0201	3.47492	0.01094	0.033	0.02019	0.103	0.02505	0.00093	0.28332	0.15324	0.0	0.24816	0.01198	0.11507	0.0	0.0	0.59258	0.11296	0.95813	0.00655	0.43523	0.3967	0.00952	0.0	0.0	0.02955	0.20307	0.53316	0.20082	0.15139	1.11956	0.53366	2.34824	0.34906	0.0	0.25659	0.07179
k__Bacteria|p__Firmicutes|c__CFGB9718	0.07642	0.0	0.0	0.0	0.01232	0.0	0.0	0.00071	0.0	0.0	0.0	0.00855	0.00031	0.0	0.0	0.0	0.04699	0.0	0.0	0.0	0.0	0.0	0.0	0.00569	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05488	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09452	0.0568	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03292	0.05463	0.0	0.18343	0.0	0.01378	0.11849	0.0	0.0	0.0	0.05678	0.0	0.18826	0.12932	0.01137	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB76783	0.05087	0.06466	0.0	0.0	0.0	0.0	0.0	1.25943	0.0	0.0	0.08861	1.94953	0.2129	0.0	0.0	0.0	0.45476	0.0	0.0	0.0	0.35463	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.95667	0.0	0.05126	0.0	0.0	1.25674	0.0	0.15902	0.17396	1.92897	0.5085	0.0	0.0	0.21505	0.0	0.56336	0.98751	0.0	0.0	0.11568	0.0	2.55745	1.11484	0.49804	1.25855	0.01966	0.0	0.0	0.0	0.00793	0.0	0.0	0.15693	0.04683	0.0	0.0	0.0	0.0	0.0	1.55337	0.0
k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified	0.0349	0.01369	0.06072	0.0	0.6706	0.11648	0.07288	1.05939	0.0	0.0	0.00096	0.67543	0.17121	0.0	0.0	0.0	0.154	0.0	0.61516	0.0	0.34761	2.62263	0.0	0.08535	0.0	1.48448	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.59299	0.0	2.95988	0.0	0.0	0.00614	0.0	0.13999	0.84759	0.39822	0.48661	0.0	0.01135	4.17655	0.0	1.12575	0.0	0.00051	4.42457	11.64402	0.02617	0.28895	0.3467	0.0	0.23339	0.16798	0.0	1.33363	0.0	0.15161	0.0	0.0	0.11727	0.01295	0.0	0.0	0.0	0.0	0.0	0.25658	0.0
k__Bacteria|p__Firmicutes|c__CFGB3047	0.02539	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01339	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00501	0.0	0.00531	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00095	0.0	0.0	0.0	0.0	0.0	0.01235	0.0	0.0	0.03318	0.0	0.00795	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Candidatus_Saccharibacteria|c__Candidatus_Saccharibacteria_unclassified	0.01203	0.12859	0.00886	0.02334	0.02709	0.03297	0.07967	0.0	0.0	0.01565	0.0	0.01166	0.00135	0.00344	0.0	0.0511	0.00131	0.0338	0.00435	0.00583	0.0166	0.01987	0.03898	0.00313	0.0	0.07941	0.00108	0.0	0.04412	0.00243	0.00833	0.02556	0.00262	0.0	0.00778	0.0	0.01251	0.00806	0.0	0.00163	0.00867	0.0	0.01625	0.0	0.06992	0.01722	0.00083	0.00782	0.00934	0.00458	0.01377	0.00287	0.00011	0.05599	0.0015	0.0067	0.00138	0.01839	0.00902	0.0	0.00327	0.02103	0.00947	0.09084	0.00789	0.00079	0.00577	0.00473	0.01401	0.00261	0.0	0.01176	0.0	0.01178
k__Bacteria|p__Firmicutes|c__CFGB1011	0.00799	0.0	0.0	0.0	0.0	0.0	0.0	0.01485	0.0	0.0	0.0	0.02618	0.02069	0.0	0.0	0.0	0.0283	0.0	0.02872	0.0	0.00824	0.0	0.0	0.02675	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12398	0.0	0.05429	0.0	0.0	0.0	0.0	0.02806	0.16704	0.0	0.01647	0.0	0.0	0.00103	0.0	0.01403	0.0	0.0	0.04344	0.0	0.0	0.04894	0.0	0.0	0.0088	0.0	0.0	0.0	0.0	0.00408	0.0	0.0	0.00311	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Candidatus_Saccharibacteria|c__Candidatus_Saccharimonia	0.00382	0.00181	0.0	0.0	0.00414	0.03088	0.00438	0.00054	0.0	0.00046	0.0	0.00052	4e-05	0.00072	0.00447	0.00157	0.0	0.0032	0.0	0.00393	0.00936	0.00198	0.00576	0.0	8e-05	0.00798	0.0048	0.00989	0.00012	0.01053	0.0	0.00176	0.0	0.0	0.00112	0.0	0.00631	0.0	0.0	0.0	0.0	0.0	0.01035	0.0	0.00227	0.0	0.0	0.0	0.00236	0.0	0.00282	0.0	0.00465	0.00571	0.0	0.01875	0.0	0.00779	0.0	0.00011	0.00121	0.0	0.00133	0.0	0.0	0.0	0.0	0.01509	0.0	0.00077	0.0	0.0	0.0	0.0118
k__Bacteria|p__Firmicutes|c__CFGB3048	0.00271	0.0	0.0	0.0	0.03937	0.0	0.13702	0.11086	0.0	0.0	0.0	0.08802	0.0	0.0	0.0	0.0	0.02802	0.00105	0.0	0.0	0.0	0.0	0.0	0.18881	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.23643	0.0	0.0	0.0	0.0	0.0	0.0	0.02699	0.07842	0.0534	0.09203	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03149	0.04913	0.0	0.07055	0.13352	0.0	0.0	0.0	0.0	0.0	0.0	0.02622	0.0	0.0	0.0	0.0	0.0	0.0	0.02993	0.0
k__Bacteria|p__Firmicutes|c__CFGB32970	0.00271	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00131	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Tissierellia	0.00107	0.01424	0.0	0.03132	0.20728	0.00711	0.00766	0.00078	0.02887	0.00092	0.0	7.04425	0.0	0.0	0.00813	0.0	0.01196	0.0	0.17254	0.0	0.01259	0.00419	0.00053	0.39846	0.0	0.00403	0.0	0.0	0.01484	0.0	0.0	0.01775	0.0	0.0	9e-05	0.0	0.01266	0.0	0.0	0.0	0.0	0.0	0.01718	0.0	0.20268	0.0	0.0	0.00767	0.00042	0.01751	0.00713	0.0	0.0	0.01822	0.0	0.00376	0.00613	0.0485	0.00274	0.01134	0.0	0.0	0.01302	0.0	0.0	0.0	0.03353	0.00487	0.0	0.0	0.0	0.00245	0.00306	0.01409
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales	46.79108	45.58683	61.0571	50.21544	48.65208	35.77587	54.90542	39.74722	83.84989	3.8367	52.64248	40.26041	43.45738	29.42423	84.97201	20.88917	29.82769	40.99001	63.60853	56.1571	54.46329	73.41016	75.39914	44.79527	8.83032	74.74899	53.39426	38.36036	23.75944	0.00089	42.30788	55.57048	0.81811	64.78208	30.0132	60.63975	25.90413	58.17184	12.13387	49.93141	64.02415	67.90564	67.48945	66.9463	32.70742	82.44371	63.38985	73.88716	50.1927	65.22698	41.46134	75.13175	53.85284	51.85095	31.20409	26.16743	16.54636	38.87241	66.00297	71.52137	37.21502	49.20422	41.75509	1.64644	48.81533	39.29741	37.48432	70.31793	21.12381	43.6115	10.18231	81.68556	50.78191	53.27049
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Bifidobacteriales	29.256	21.12296	1.16995	26.76797	27.02247	0.14978	15.6881	17.59461	1.16616	3.82699	10.90396	2.03575	18.10949	17.78906	10.68548	35.94727	22.33517	0.57388	7.36929	1.4071	21.14296	0.07156	11.47439	6.80783	6.97153	4.07694	0.00827	9.22758	38.8442	70.44305	0.24282	2.07688	5.88954	1.48175	3.06044	0.95333	38.31638	0.25171	13.36087	7.28641	9.21847	12.28417	8.15769	10.89458	25.41648	0.45081	9.5624	2.171	21.31614	7.87116	20.95331	0.0	0.0	3.51266	6.84495	4.18374	2.68618	0.10943	3.5476	0.049	0.92733	28.9446	10.20086	3.01394	8.08133	7.29225	45.20108	12.26636	34.18401	0.23343	4.50213	0.0	9.79336	0.12811
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales	6.0985	3.43584	0.41658	13.84449	1.93878	0.94572	3.3249	3.93062	6.16557	18.45648	8.35534	0.61634	4.15885	3.51696	0.29747	5.73507	5.1062	4.8833	0.90023	4.33137	1.19781	5.67025	1.08668	1.5623	0.47448	0.28649	4.2251	4.39394	0.15388	20.41678	1.69726	3.74799	4.07798	2.75223	0.88473	5.26554	1.27901	0.31724	3.08461	9.74735	1.61023	0.69263	1.03125	0.94032	6.13018	1.58489	7.85157	0.12729	5.64683	0.50329	1.10266	0.48317	11.19286	1.55827	6.3863	5.62768	9.49854	13.98323	1.51021	10.85596	1.18797	15.44799	18.59751	0.34911	4.27532	22.61816	0.65806	2.78205	14.91538	5.88837	0.68717	3.2459	16.38458	3.56989
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales	5.77258	0.51801	16.46186	4.55629	0.41822	1.90851	0.30697	6.88916	0.17197	0.18354	0.07506	10.9856	3.56311	0.45788	0.0	17.08755	13.59286	2.18974	2.99923	0.37091	0.61706	2.46047	0.13978	3.17978	21.81528	5.44448	0.75834	17.16573	1.44915	0.0	6.25948	15.02657	12.61162	2.18998	5.8461	2.4047	6.96432	2.97952	10.98836	0.83723	8.13928	3.87257	7.22595	3.45837	2.06847	0.9521	4.59332	13.70189	6.38162	1.13615	5.75605	3.26467	2.94629	3.55356	6.04969	35.58635	13.19389	14.96664	7.23568	5.14484	2.95506	0.0	0.6899	4.03324	19.7938	5.64101	4.2352	0.88712	6.00015	9.66188	13.65225	2.72192	2.68599	6.45216
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales	3.55928	2.99722	0.61344	0.0	0.0	0.0	0.00216	6.39007	0.0	0.0	0.0	6.56148	10.2588	0.0	0.0	0.0	2.32628	0.0	11.41598	0.0	0.06096	0.0	0.0	23.64653	0.01784	1.19074	0.0	0.0	0.0	0.0	3.3719	0.12801	0.0	1.97006	0.03878	3.91527	0.0	0.0	0.0	0.0	1.91556	1.27145	2.59997	0.06458	0.0	1.68959	0.78041	0.0	1.1786	0.02694	0.0	0.25336	0.04948	0.07689	1.25953	1.57772	0.00359	0.05896	0.99427	0.0	0.0	0.0	0.27748	0.0	0.0	0.01005	0.18992	0.0	0.0	0.0	0.02876	0.0	6.46596	0.01379
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales	3.38346	9.32256	7.14618	0.18063	5.71008	5.12521	5.90951	5.97844	0.09292	8.34501	0.05662	1.18595	4.11617	0.06126	0.09926	11.8678	6.1298	12.71442	5.81235	0.01233	9.69224	4.07284	7.63392	4.22224	1.25338	7.90244	0.37357	0.07376	4.51636	0.00015	0.0	3.95883	1.21769	1.59259	25.77248	6.27905	0.27768	0.56161	0.14204	0.02084	1.34214	2.36825	1.26847	2.55362	12.42118	0.00989	2.46383	1.17871	3.37599	9.6214	3.93846	0.08448	4.44069	16.02292	5.30679	1.2229	1.65991	5.52498	6.67738	0.00676	0.59997	0.09289	12.06368	0.68934	1.06006	3.56725	0.35648	0.10686	2.65765	0.03472	1.51922	0.04496	1.2085	4.70312
k__Bacteria|p__Bacteria_unclassified|c__CFGB76763|o__OFGB76763	1.7623	0.0	0.0	0.0	0.0	0.0	0.0	0.0275	0.0	0.0	0.48405	0.04138	0.19828	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25152	0.0	0.0	1.38856	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06324	0.0	1.83906	0.0	0.0	0.0	0.0	0.5745	0.0	0.0	0.42318	0.0	0.0	0.0	0.0	0.0	0.07948	0.0	0.0	0.0	0.0	0.10842	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07489	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales	1.61612	1.14174	1.75593	0.98823	11.2047	1.35411	5.44179	2.09381	0.55265	0.20258	0.00327	1.94388	2.98412	30.83276	0.05196	5.85447	2.73337	0.47472	0.02964	2.46836	0.19112	4.13419	0.01187	3.57013	32.18055	0.02441	0.5364	17.99815	25.16975	1.7316	3.00051	0.24192	18.49705	0.66655	7.71453	0.0	0.04824	0.23791	28.70586	0.03697	0.01875	0.0	6.77372	0.0	6.8202	5.9951	2.09814	0.0108	0.44615	4.95854	0.00561	0.21341	4.52747	1.05443	10.80892	11.87147	2.88723	0.33317	2.07284	0.22863	3.27573	1.14521	1.12027	38.57077	9.16219	3.84219	6.17135	0.70108	13.22933	0.45813	28.40894	3.66244	5.25314	0.02044
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales	0.49125	0.03877	0.29283	0.96948	0.2651	0.67994	0.88436	0.5679	1.38723	0.0496	5.20629	0.15813	0.05705	0.57228	0.0	0.32684	1.19425	0.38471	0.6472	0.39422	1.34949	1.21854	1.23421	0.55964	0.13754	0.82894	0.94353	0.76733	0.72575	0.0	0.45425	1.30854	0.0091	1.00134	0.27142	2.26672	0.2555	0.13565	0.26472	1.35897	1.01864	3.71242	0.43857	0.78312	1.25509	1.21957	0.22968	1.18029	3.53849	1.19253	0.64776	1.02296	0.26347	0.14578	0.57152	0.30001	0.10324	2.90618	0.30255	2.72647	2.31192	0.0	0.18748	0.0	0.30785	0.18427	0.58439	0.76879	0.08428	0.2089	0.06293	0.0	0.38528	0.76208
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales	0.26294	3.56171	5.46152	1.07571	1.38846	0.24437	2.80281	0.89399	1.39449	0.04791	1.86253	4.60032	1.72843	0.75788	0.77677	0.12717	0.73934	3.10304	1.29954	2.06555	0.26861	0.59312	0.47686	0.16618	0.0	0.52387	0.35864	0.9545	2.10594	0.00228	1.73093	2.79558	0.0	2.01451	0.91054	2.79895	2.97791	4.03361	0.02174	0.87336	1.31682	0.60154	0.94286	0.89952	1.20544	2.10855	2.41396	1.99151	0.73241	1.89264	2.37955	4.68911	0.09848	7.96738	1.74521	4.89146	0.13105	3.88154	4.02678	1.33149	1.78894	0.85235	8.70467	0.00567	0.3136	8.87976	1.29976	1.02288	1.08477	6.87945	0.094	0.49155	0.13833	2.29917
k__Bacteria|p__Firmicutes|c__CFGB1249|o__OFGB1249	0.16964	0.0	0.0	0.0	0.01445	0.0	0.00829	0.05484	0.0	0.0	0.0	0.01	0.01129	0.0	0.0	0.0	0.03829	0.0	0.0066	0.0	0.118	0.0	0.0	0.07983	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00141	0.0	0.23011	0.0	0.0	0.0	0.02227	0.0	0.0	0.00177	0.00079	0.0	0.0	0.00114	0.0	0.0	0.0	0.0	0.08574	0.00654	0.0	0.0132	0.0	0.03067	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00226	0.0	0.0	0.0	0.0	0.0	0.0	0.00221	0.0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales	0.16394	0.0016	0.04302	0.0371	0.02116	0.03183	0.29565	0.8129	0.0	0.0	0.00209	0.22763	0.02442	0.22301	0.0123	0.00234	0.19271	0.00348	0.11886	0.09652	0.06433	2.34513	0.0	0.58589	0.0	0.42287	0.86861	2.85148	0.22943	0.0	0.0	0.0	1.56545	0.05098	0.23508	0.0	0.0085	0.0201	3.47492	0.01094	0.033	0.02019	0.103	0.02505	0.00093	0.28332	0.15324	0.0	0.24816	0.01198	0.11507	0.0	0.0	0.59258	0.11296	0.95813	0.00655	0.43523	0.3967	0.00952	0.0	0.0	0.02955	0.20307	0.53316	0.20082	0.15139	1.11956	0.53366	2.34824	0.34906	0.0	0.25659	0.07179
k__Bacteria|p__Firmicutes|c__CFGB9718|o__OFGB9718	0.07642	0.0	0.0	0.0	0.01232	0.0	0.0	0.00071	0.0	0.0	0.0	0.00855	0.00031	0.0	0.0	0.0	0.04699	0.0	0.0	0.0	0.0	0.0	0.0	0.00569	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05488	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09452	0.0568	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03292	0.05463	0.0	0.18343	0.0	0.01378	0.11849	0.0	0.0	0.0	0.05678	0.0	0.18826	0.12932	0.01137	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified	0.06739	1.38258	0.0	0.0	0.03469	1.18079	0.03196	0.97772	0.00973	0.0	0.07505	0.95322	0.24781	0.0	0.0	0.72319	0.4521	0.0	0.10716	0.22788	0.30808	0.00015	0.21404	0.37705	0.0	0.01961	1.64994	2.41993	0.19525	0.0	0.06812	0.03388	0.0	0.19575	2.28639	0.49831	0.0	0.47583	0.00142	0.02141	0.09209	0.89421	0.0803	0.04685	0.0	0.03866	0.0014	0.0	0.45349	0.2132	2.24215	0.59045	0.35761	0.01267	0.56256	0.02786	0.05071	0.64093	0.47969	0.0	0.03468	0.0	0.11088	0.0	0.96727	0.06751	0.0	0.00974	0.0	0.0	0.03442	0.0	0.06748	0.00686
k__Bacteria|p__Firmicutes|c__CFGB76783|o__OFGB76783	0.05087	0.06466	0.0	0.0	0.0	0.0	0.0	1.25943	0.0	0.0	0.08861	1.94953	0.2129	0.0	0.0	0.0	0.45476	0.0	0.0	0.0	0.35463	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.95667	0.0	0.05126	0.0	0.0	1.25674	0.0	0.15902	0.17396	1.92897	0.5085	0.0	0.0	0.21505	0.0	0.56336	0.98751	0.0	0.0	0.11568	0.0	2.55745	1.11484	0.49804	1.25855	0.01966	0.0	0.0	0.0	0.00793	0.0	0.0	0.15693	0.04683	0.0	0.0	0.0	0.0	0.0	1.55337	0.0
k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified|o__Firmicutes_unclassified	0.0349	0.01369	0.06072	0.0	0.6706	0.11648	0.07288	1.05939	0.0	0.0	0.00096	0.67543	0.17121	0.0	0.0	0.0	0.154	0.0	0.61516	0.0	0.34761	2.62263	0.0	0.08535	0.0	1.48448	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.59299	0.0	2.95988	0.0	0.0	0.00614	0.0	0.13999	0.84759	0.39822	0.48661	0.0	0.01135	4.17655	0.0	1.12575	0.0	0.00051	4.42457	11.64402	0.02617	0.28895	0.3467	0.0	0.23339	0.16798	0.0	1.33363	0.0	0.15161	0.0	0.0	0.11727	0.01295	0.0	0.0	0.0	0.0	0.0	0.25658	0.0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Actinomycetales	0.03034	0.38334	0.16402	0.21745	0.25399	0.15652	0.36866	0.02685	0.47149	0.05449	0.82044	0.53108	0.28488	0.46527	0.14954	0.22406	0.04407	0.51189	0.20324	0.12937	0.05511	0.33817	0.19741	0.02462	0.01604	0.14183	0.15592	0.08119	0.34985	0.36221	0.00458	0.13644	0.00437	0.00732	0.11882	0.07853	0.14777	0.02106	0.00279	0.148	0.06725	0.0485	0.14818	0.02083	2.41475	0.33924	0.01984	0.01926	0.086	0.07696	0.17021	0.04086	0.24861	0.19599	0.23911	0.35074	0.0384	0.15706	0.10248	0.05146	0.00502	0.93761	0.55309	0.15872	0.00393	0.13424	0.24102	0.34538	0.15464	0.10731	0.01671	0.05715	0.01437	0.13213
k__Bacteria|p__Firmicutes|c__CFGB3047|o__OFGB3047	0.02539	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01339	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00501	0.0	0.00531	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00095	0.0	0.0	0.0	0.0	0.0	0.01235	0.0	0.0	0.03318	0.0	0.00795	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
