feature,importance
k__Bacteria|p__Firmicutes|c__CFGB9583|o__OFGB9583,0.001630219880869099
k__Bacteria|p__Firmicutes|c__CFGB9583,0.0015746413331205634
k__Bacteria|p__Firmicutes|c__CFGB9583|o__OFGB9583|f__FGB9583|g__GGB3490,0.0015628704836123792
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae|g__Olsenella|s__Olsenella_sp_KGMB02461|t__SGB72466,0.0015620621317904181
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Selenomonadaceae|g__GGB79734|s__GGB79734_SGB15291|t__SGB15291,0.0012921109172451507
k__Bacteria|p__Firmicutes|c__CFGB2982,0.0011059337735110821
k__Bacteria|p__Firmicutes|c__CFGB2982|o__OFGB2982,0.0007003695268529009
k__Bacteria|p__Firmicutes|c__CFGB2982|o__OFGB2982|f__FGB2982|g__GGB9342,0.00025526078181240794
k__Bacteria|p__Firmicutes|c__CFGB2982|o__OFGB2982|f__FGB2982|g__GGB9342|s__GGB9342_SGB14306,0.0001634413693937999
k__Bacteria|p__Firmicutes|c__CFGB2982|o__OFGB2982|f__FGB2982,0.00011081343017878482
k__Bacteria|p__Firmicutes|c__CFGB2982|o__OFGB2982|f__FGB2982|g__GGB9342|s__GGB9342_SGB14306|t__SGB14306,0.0
