,precision,recall,f1-score,support
0,0.78125,0.6410256410256411,0.704225352112676,39.0
1,0.6111111111111112,0.7586206896551724,0.676923076923077,29.0
accuracy,0.6911764705882353,0.6911764705882353,0.6911764705882353,0.6911764705882353
macro avg,0.6961805555555556,0.6998231653404068,0.6905742145178765,68.0
weighted avg,0.7086907679738563,0.6911764705882353,0.6925817347524059,68.0
