,precision,recall,f1-score,support
0,0.7,0.717948717948718,0.7088607594936709,39.0
1,0.6071428571428571,0.5862068965517241,0.5964912280701754,29.0
accuracy,0.6617647058823529,0.6617647058823529,0.6617647058823529,0.6617647058823529
macro avg,0.6535714285714285,0.652077807250221,0.6526759937819231,68.0
weighted avg,0.6603991596638654,0.6617647058823529,0.6609384593277684,68.0
